the-wall-blue.html:30 -	time	id	type	x	y	below wall
the-wall-blue.html:156 -	1000	56	2	81.49504950495047	115.81683168316833	true
the-wall-blue.html:156 -	1000	57	2	126.89949748743717	35.19095477386935	false
the-wall-blue.html:156 -	1000	58	2	131.49246231155777	11.266331658291453	false
the-wall-blue.html:156 -	1000	59	2	57.61083743842365	64.85714285714288	false
the-wall-blue.html:156 -	1000	60	2	114.43499999999996	8.249999999999993	false
the-wall-blue.html:156 -	1000	61	2	86.79104477611942	29.074626865671647	false
the-wall-blue.html:156 -	1000	62	2	88.01485148514853	143.86138613861377	true
the-wall-blue.html:156 -	1000	63	2	63.7227722772277	6.445544554455446	false
the-wall-blue.html:156 -	1000	64	2	135.0899999999999	49.38000000000002	false
the-wall-blue.html:156 -	1000	65	2	111.16915422885573	39.875621890547265	false
the-wall-blue.html:156 -	1000	66	2	101.79104477611938	8.691542288557214	false
the-wall-blue.html:156 -	1000	67	2	70.10396039603962	28.945544554455456	false
the-wall-blue.html:156 -	1000	68	2	77.66336633663374	53.1831683168317	false
the-wall-blue.html:156 -	1000	19	2	99.81909547738691	69.36180904522607	false
the-wall-blue.html:156 -	1000	20	2	54.91625615763549	10.246305418719215	false
the-wall-blue.html:156 -	1000	21	2	4.448275862068968	32.75369458128081	false
the-wall-blue.html:156 -	1000	22	2	77.17412935323387	65.71144278606961	false
the-wall-blue.html:156 -	1000	23	2	143.47499999999994	12.375000000000005	false
the-wall-blue.html:156 -	1000	24	2	118.49751243781094	34.81592039800995	false
the-wall-blue.html:156 -	1000	25	2	15.522388059701498	129.2189054726369	true
the-wall-blue.html:156 -	1000	26	2	142.85929648241213	69.06030150753764	false
the-wall-blue.html:156 -	1000	27	2	106.55499999999999	14.184999999999995	false
the-wall-blue.html:156 -	1000	28	2	19.999999999999996	5.16417910447761	false
the-wall-blue.html:156 -	1000	29	2	109.76119402985076	48.69651741293533	false
the-wall-blue.html:156 -	1000	30	2	66.60696517412936	66.82587064676619	false
the-wall-blue.html:156 -	1000	31	2	20.679802955665025	44.22660098522167	false
the-wall-blue.html:156 -	1000	32	2	136.33497536945825	7.724137931034482	false
the-wall-blue.html:156 -	1000	33	2	23.89552238805969	9.039800995024867	false
the-wall-blue.html:156 -	1000	34	2	132.59701492537312	35.52238805970151	false
the-wall-blue.html:156 -	1000	35	2	90.45273631840796	32.06467661691544	false
the-wall-blue.html:156 -	1000	36	2	115.79000000000005	15.489999999999997	false
the-wall-blue.html:156 -	1000	37	2	85.77000000000007	48.90999999999999	false
the-wall-blue.html:156 -	1000	38	2	141.34000000000006	44.525	false
the-wall-blue.html:156 -	1000	39	2	86.01980198019805	94.3910891089109	true
the-wall-blue.html:156 -	1000	40	2	16.34975369458128	33.27093596059114	false
the-wall-blue.html:156 -	1000	41	2	69.10396039603961	47.905940594059444	false
the-wall-blue.html:156 -	1000	42	2	126.16831683168317	10.836633663366342	false
the-wall-blue.html:156 -	1000	43	2	5.76847290640394	130.79802955665025	true
the-wall-blue.html:156 -	1000	44	2	66.51485148514853	90.71287128712876	true
the-wall-blue.html:156 -	1000	45	2	94.98019801980205	12.930693069306928	false
the-wall-blue.html:156 -	1000	46	2	61.75124378109452	102.38308457711449	true
the-wall-blue.html:156 -	1000	47	2	105.34999999999998	38.499999999999986	false
the-wall-blue.html:156 -	1000	48	2	143.855	31.669999999999998	false
the-wall-blue.html:156 -	1000	49	2	80.61881188118812	101.5148514851485	true
the-wall-blue.html:156 -	1000	50	2	74.52238805970151	30.532338308457724	false
the-wall-blue.html:156 -	1000	51	2	122.35820895522387	61.880597014925385	false
the-wall-blue.html:156 -	1000	52	2	111.85148514851485	119.16831683168319	true
the-wall-blue.html:156 -	1000	53	2	79.715	13.360000000000001	false
the-wall-blue.html:156 -	1000	54	2	72.63861386138615	80.72772277227723	true
the-wall-blue.html:156 -	1000	55	2	140.07500000000005	57.815000000000005	false
the-wall-blue.html:156 -	1000	56	2	40.113861386138616	7.5000000000000036	false
the-wall-blue.html:156 -	1000	57	2	57.32178217821784	110.91089108910889	true
the-wall-blue.html:156 -	1000	58	2	91.25000000000003	68.41000000000001	false
the-wall-blue.html:156 -	1000	59	2	92.0452261306533	57.37688442211055	false
the-wall-blue.html:156 -	1000	60	2	81.59203980099501	40.343283582089555	false
the-wall-blue.html:156 -	1000	61	2	90.97014925373132	6.308457711442785	false
the-wall-blue.html:156 -	1000	62	2	104.17499999999998	26.43999999999999	false
the-wall-blue.html:156 -	1000	63	2	71.3482587064676	11.84577114427861	false
the-wall-blue.html:156 -	1000	64	2	63.024875621890565	20.28855721393034	false
the-wall-blue.html:156 -	1000	65	2	15.404999999999996	19.97000000000001	false
the-wall-blue.html:156 -	1000	66	2	123.53499999999997	15.885000000000003	false
the-wall-blue.html:156 -	1000	67	2	120.79899497487435	52.96482412060301	false
the-wall-blue.html:156 -	1000	68	2	23.509900990099	4.935643564356437	false
the-wall-blue.html:156 -	1000	19	2	94.80198019801978	70.61386138613861	false
the-wall-blue.html:156 -	1000	20	2	142.0346534653465	20.698019801980195	false
the-wall-blue.html:156 -	1000	21	2	48.646766169154226	51.34328358208956	false
the-wall-blue.html:156 -	1000	22	2	59.21782178217823	49.722772277227726	false
the-wall-blue.html:156 -	1000	23	2	93.97499999999997	39.70500000000003	false
the-wall-blue.html:156 -	1000	24	2	113.6403940886699	13.827586206896552	false
the-wall-blue.html:156 -	1000	25	2	83.30845771144283	79.91542288557207	true
the-wall-blue.html:156 -	1000	26	2	136.77722772277232	35.29702970297029	false
the-wall-blue.html:156 -	1000	27	2	123.0742574257426	52.87623762376241	false
the-wall-blue.html:156 -	1000	28	2	10.831683168316827	130.47524752475252	true
the-wall-blue.html:156 -	1000	29	2	76.52475247524755	92.67821782178214	true
the-wall-blue.html:156 -	1000	30	2	47.532338308457724	80.39303482587067	true
the-wall-blue.html:156 -	1000	31	2	132.3316831683169	8.37128712871287	false
the-wall-blue.html:156 -	1000	32	2	141.38235294117646	41.77941176470586	false
the-wall-blue.html:156 -	1000	33	2	103.6915422885572	60.67661691542291	false
the-wall-blue.html:156 -	1000	34	2	33.45771144278607	28.58208955223879	false
the-wall-blue.html:156 -	1000	35	2	23.975124378109445	9.502487562189055	false
the-wall-blue.html:156 -	1000	36	2	30.467661691542297	10.681592039801	false
the-wall-blue.html:156 -	1000	37	2	68.87499999999997	9.13	false
the-wall-blue.html:156 -	1000	38	2	135.9502487562189	62.6169154228856	false
the-wall-blue.html:156 -	1000	39	2	139.5174129353235	8.21393034825871	false
the-wall-blue.html:156 -	1000	40	2	97.5467980295567	8.108374384236456	false
the-wall-blue.html:156 -	1000	41	2	63.69801980198019	12.133663366336634	false
the-wall-blue.html:156 -	1000	42	2	33.995049504950494	113.66831683168313	true
the-wall-blue.html:156 -	1000	43	2	47.6881188118812	14.019801980198016	false
the-wall-blue.html:156 -	1000	44	2	119.30198019801982	37.94059405940596	false
the-wall-blue.html:156 -	1000	45	2	90.0891089108911	29.18811881188118	false
the-wall-blue.html:156 -	1000	46	2	12.313432835820898	7.139303482587065	false
the-wall-blue.html:156 -	1000	47	2	68.34328358208955	41.00000000000001	false
the-wall-blue.html:156 -	1000	48	2	39.512315270935964	13.201970443349754	false
the-wall-blue.html:156 -	1000	49	2	85.6534653465347	11.138613861386137	false
the-wall-blue.html:156 -	1000	50	2	54.696517412935314	65.54228855721395	false
the-wall-blue.html:156 -	1000	51	2	55.06435643564357	15.371287128712869	false
the-wall-blue.html:156 -	1000	52	2	127.11386138613855	22.019801980198007	false
the-wall-blue.html:156 -	1000	53	2	98.30198019801985	51.94554455445544	false
the-wall-blue.html:156 -	1000	54	2	56.08955223880596	33.44776119402986	false
the-wall-blue.html:156 -	1000	55	2	10.527363184079602	23.522388059701488	false
the-wall-blue.html:156 -	1000	56	2	42.91089108910893	106.62871287128716	true
the-wall-blue.html:156 -	1000	57	2	99.74384236453204	16.926108374384246	false
the-wall-blue.html:156 -	1000	58	2	4.905472636815918	18.517412935323378	false
the-wall-blue.html:156 -	1000	59	2	35.84653465346535	56.80198019801981	false
the-wall-blue.html:156 -	1000	60	2	13.019900497512443	119.14925373134325	true
the-wall-blue.html:156 -	1000	61	2	77.34825870646773	31.577114427860693	false
the-wall-blue.html:156 -	1000	62	2	118.50495049504948	21.782178217821773	false
the-wall-blue.html:156 -	1000	63	2	80.03960396039606	129.4059405940594	true
the-wall-blue.html:156 -	1000	64	2	76.93499999999999	12.025000000000002	false
the-wall-blue.html:156 -	1000	65	2	75.105	50.68500000000002	false
the-wall-blue.html:156 -	1000	66	2	106.64356435643565	20.079207920792072	false
the-wall-blue.html:156 -	1000	67	2	108.63681592039796	44.542288557213936	false
the-wall-blue.html:156 -	1000	68	2	90.43781094527364	86.95522388059705	true
the-wall-blue.html:156 -	1000	19	2	50.83823529411762	55.80882352941176	false
the-wall-blue.html:156 -	1000	20	2	6.851485148514852	11.079207920792076	false
the-wall-blue.html:156 -	1000	21	2	75.66009852216747	94.78817733990148	true
the-wall-blue.html:156 -	1000	22	2	92.97029702970292	34.1089108910891	false
the-wall-blue.html:156 -	1000	23	2	47.130000000000045	78.97999999999998	true
the-wall-blue.html:156 -	1000	24	2	9.39800995024876	50.8955223880597	false
the-wall-blue.html:156 -	1000	25	2	74.61881188118811	41.163366336633665	false
the-wall-blue.html:156 -	1000	26	2	88.89603960396032	13.643564356435641	false
the-wall-blue.html:156 -	1000	27	2	12.094059405940593	31.594059405940595	false
the-wall-blue.html:156 -	1000	28	2	19.597014925373134	36.18407960199004	false
the-wall-blue.html:156 -	1000	29	2	32.886699507389174	135.15270935960578	true
the-wall-blue.html:156 -	1000	30	2	48.52970297029701	25.881188118811878	false
the-wall-blue.html:156 -	1000	31	2	14.105	58.96499999999997	false
the-wall-blue.html:156 -	1000	32	2	41.61194029850749	7.721393034825869	false
the-wall-blue.html:156 -	1000	33	2	44.48275862068966	10.280788177339906	false
the-wall-blue.html:156 -	1000	34	2	37.98009950248755	55.965174129353244	false
the-wall-blue.html:156 -	1000	35	2	57.49748743718591	71.286432160804	false
the-wall-blue.html:156 -	1000	36	2	50.826732673267315	102.53960396039601	true
the-wall-blue.html:156 -	1000	37	2	78.30845771144276	111.3980099502487	true
the-wall-blue.html:156 -	1000	38	2	71.44278606965172	82.35323383084574	true
the-wall-blue.html:156 -	1000	39	2	67.96059113300493	97.50738916256161	true
the-wall-blue.html:156 -	1000	40	2	64.71999999999996	144.12000000000003	true
the-wall-blue.html:156 -	1000	41	2	58.64676616915423	34.46268656716417	false
the-wall-blue.html:156 -	1000	42	2	25.985221674876854	9.157635467980294	false
the-wall-blue.html:156 -	1000	43	2	88.50248756218906	54.0398009950249	false
the-wall-blue.html:156 -	1000	44	2	34.80597014925375	41.756218905472636	false
the-wall-blue.html:156 -	1000	45	2	55.69306930693071	4.123762376237624	false
the-wall-blue.html:156 -	1000	46	2	73.15500000000002	22.74499999999999	false
the-wall-blue.html:156 -	1000	47	2	31.633663366336624	22.42079207920794	false
the-wall-blue.html:156 -	1000	48	2	97.12	16.58	false
the-wall-blue.html:156 -	1000	49	2	45.78109452736318	39.03482587064672	false
the-wall-blue.html:156 -	1000	50	2	26.12871287128712	61.09405940594056	false
the-wall-blue.html:156 -	1000	51	2	55.945544554455445	89.9603960396039	true
the-wall-blue.html:156 -	1000	52	2	60.321782178217816	144.74752475247513	true
the-wall-blue.html:156 -	1000	53	2	103.60396039603957	14.95049504950495	false
the-wall-blue.html:156 -	1000	54	2	13.321782178217823	18.99504950495049	false
the-wall-blue.html:156 -	1000	55	2	78.13366336633666	131.50990099009897	true
the-wall-blue.html:156 -	1000	56	2	125.90049751243782	135.8855721393034	true
the-wall-blue.html:156 -	1000	57	2	81.49751243781091	13.11940298507462	false
the-wall-blue.html:156 -	1000	58	2	68.35820895522386	7.427860696517419	false
the-wall-blue.html:156 -	1000	59	2	61.87128712871287	52.23267326732671	false
the-wall-blue.html:156 -	1000	60	2	46.03980099502487	132.139303482587	true
the-wall-blue.html:156 -	1000	61	2	80.98522167487684	121.39408866995076	true
the-wall-blue.html:156 -	1000	62	2	67.02475247524748	140.97029702970295	true
the-wall-blue.html:156 -	1000	63	2	69.89054726368161	69.57213930348261	false
the-wall-blue.html:156 -	1000	64	2	79.46039603960396	58.25247524752474	false
the-wall-blue.html:156 -	1000	65	2	12.900497512437807	46.03482587064677	false
the-wall-blue.html:156 -	1000	66	2	11.846534653465348	16.965346534653456	false
the-wall-blue.html:156 -	1000	67	2	64.7512437810945	29.343283582089565	false
the-wall-blue.html:156 -	1000	68	2	79.67326732673268	68.31188118811878	false
the-wall-blue.html:156 -	1000	19	2	31.30348258706468	25.02487562189055	false
the-wall-blue.html:156 -	1000	20	2	31.17821782178218	11.816831683168324	false
the-wall-blue.html:156 -	1000	21	2	110.98507462686575	94.76616915422883	true
the-wall-blue.html:156 -	1000	22	2	101.04499999999994	92.64000000000003	true
the-wall-blue.html:156 -	1000	23	2	46.13861386138614	37.22772277227721	false
the-wall-blue.html:156 -	1000	24	2	103.03960396039611	140.64851485148512	true
the-wall-blue.html:156 -	1000	25	2	123.43564356435647	5.925742574257422	false
the-wall-blue.html:156 -	1000	26	2	71.92079207920797	52.44059405940597	false
the-wall-blue.html:156 -	1000	27	2	75.82089552238804	10.427860696517415	false
the-wall-blue.html:156 -	1000	28	2	56.43564356435645	61.40099009900987	false
the-wall-blue.html:156 -	1000	29	2	68.44776119402985	98.6218905472637	true
the-wall-blue.html:156 -	1000	30	2	103.28000000000003	50.00499999999999	false
the-wall-blue.html:156 -	1000	31	2	83.47290640394087	79.40886699507392	true
the-wall-blue.html:156 -	1000	32	2	28.915841584158432	36.79207920792078	false
the-wall-blue.html:156 -	1000	33	2	115.51724137931039	34.65517241379311	false
the-wall-blue.html:156 -	1000	34	2	103.71782178217823	17.049504950495045	false
the-wall-blue.html:156 -	1000	35	2	81.83084577114431	61.30348258706469	false
the-wall-blue.html:156 -	1000	36	2	3.366336633663367	133.52475247524754	true
the-wall-blue.html:156 -	1000	37	2	86.57500000000003	30.665	false
the-wall-blue.html:156 -	1000	38	2	109.73267326732665	25.168316831683164	false
the-wall-blue.html:156 -	1000	39	2	61.3694581280788	29.97044334975368	false
the-wall-blue.html:156 -	1000	40	2	12.786069651741293	59.636815920398014	false
the-wall-blue.html:156 -	1000	41	2	76.40298507462687	26.999999999999996	false
the-wall-blue.html:156 -	1000	42	2	24.592039800995014	54.711442786069654	false
the-wall-blue.html:156 -	1000	43	2	51.440000000000026	29.82500000000001	false
the-wall-blue.html:156 -	1000	44	2	38.41871921182263	10.42364532019705	false
the-wall-blue.html:156 -	1000	45	2	12.895522388059698	30.661691542288565	false
the-wall-blue.html:156 -	1000	46	2	100.3980099502488	6.308457711442784	false
the-wall-blue.html:156 -	1000	47	2	92.82673267326733	44.93564356435641	false
the-wall-blue.html:156 -	1000	48	2	66.81773399014783	11.76847290640393	false
the-wall-blue.html:156 -	1000	49	2	106.71782178217826	6.381188118811882	false
the-wall-blue.html:156 -	1000	50	2	60.28855721393036	48.796019900497484	false
the-wall-blue.html:156 -	1000	51	2	12.562189054726364	13.86069651741293	false
the-wall-blue.html:156 -	1000	52	2	79.86633663366338	44.01980198019801	false
the-wall-blue.html:156 -	1000	53	2	2.9299999999999997	14.709999999999999	false
the-wall-blue.html:156 -	1000	54	2	91.88557213930348	64.96517412935326	false
the-wall-blue.html:156 -	1000	55	2	52.356435643564375	5.504950495049505	false
the-wall-blue.html:156 -	1000	56	2	30.457711442786056	48.62189054726367	false
the-wall-blue.html:156 -	1000	57	2	90.88999999999997	86.33000000000001	true
the-wall-blue.html:156 -	1000	58	2	9.243781094527362	41.18407960199004	false
the-wall-blue.html:156 -	1000	59	2	84.97029702970302	97.62871287128709	true
the-wall-blue.html:156 -	1000	60	2	53.386138613861405	10.41089108910891	false
the-wall-blue.html:156 -	1000	61	2	141.3415841584158	10.698019801980207	false
the-wall-blue.html:156 -	1000	62	2	32.50248756218907	64.01990049751244	false
the-wall-blue.html:156 -	1000	63	2	3.407960199004974	51.09950248756221	false
the-wall-blue.html:156 -	1000	64	2	72.9253731343284	76.7512437810945	true
the-wall-blue.html:156 -	1000	65	2	20.816831683168306	15.851485148514854	false
the-wall-blue.html:156 -	1000	66	2	83.68316831683167	13.242574257425742	false
the-wall-blue.html:156 -	1000	67	2	65.23762376237623	72.36633663366335	false
the-wall-blue.html:156 -	1000	68	2	91.71428571428572	141.3940886699507	true
the-wall-blue.html:156 -	1000	19	2	127.47783251231532	29.812807881773413	false
the-wall-blue.html:156 -	1000	20	2	39.477611940298516	58.31343283582092	false
the-wall-blue.html:156 -	1000	21	2	142.81188118811883	31.801980198019788	false
the-wall-blue.html:156 -	1000	22	2	99.49753694581285	34.07881773399018	false
the-wall-blue.html:156 -	1000	23	2	10.492610837438429	12.285714285714285	false
the-wall-blue.html:156 -	1000	24	2	20.310344827586203	122.1724137931034	true
the-wall-blue.html:156 -	1000	25	2	98.61386138613861	6.455445544554457	false
the-wall-blue.html:156 -	1000	26	2	41.87192118226602	7.581280788177337	false
the-wall-blue.html:156 -	1000	27	2	113.25123152709358	26.886699507389167	false
the-wall-blue.html:156 -	1000	28	2	103.36633663366331	54.306930693069326	false
the-wall-blue.html:156 -	1000	29	2	85.63861386138613	24.554455445544566	false
the-wall-blue.html:156 -	1000	30	2	16.398009950248753	22.572139303482583	false
the-wall-blue.html:156 -	1000	31	2	46.46766169154226	44.04477611940298	false
the-wall-blue.html:156 -	1000	32	2	132.33663366336643	49.900990099009874	false
the-wall-blue.html:156 -	1000	33	2	145.08910891089118	14.87128712871287	false
the-wall-blue.html:156 -	1000	34	2	20.343283582089555	8.412935323383085	false
the-wall-blue.html:156 -	1000	35	2	139.725	38.44999999999998	false
the-wall-blue.html:156 -	1000	36	2	116.35643564356437	62.6980198019802	false
the-wall-blue.html:156 -	1000	37	2	14.039800995024882	39.01990049751244	false
the-wall-blue.html:156 -	1000	38	2	40.9356435643564	103.99504950495046	true
the-wall-blue.html:156 -	1000	39	2	71.90594059405936	14.316831683168326	false
the-wall-blue.html:156 -	1000	40	2	126.56930693069305	9.202970297029708	false
the-wall-blue.html:156 -	1000	41	2	30.165000000000003	32.839999999999996	false
the-wall-blue.html:156 -	1000	42	2	6.257425742574258	12.886138613861384	false
the-wall-blue.html:156 -	1000	43	2	30.049751243781103	119.1044776119403	true
the-wall-blue.html:156 -	1000	44	2	98.63366336633662	64.65841584158419	false
the-wall-blue.html:156 -	1000	45	2	31.65346534653466	108.77227722772271	true
the-wall-blue.html:156 -	1000	46	2	48.25870646766169	31.258706467661685	false
the-wall-blue.html:156 -	1000	47	2	119.54901960784312	12.343137254901961	false
the-wall-blue.html:156 -	1000	48	2	136.51485148514857	16.430693069306926	false
the-wall-blue.html:156 -	1000	49	2	108.73267326732672	141.21287128712868	true
the-wall-blue.html:156 -	1000	50	2	79.03940886699503	4.029556650246305	false
the-wall-blue.html:156 -	1000	51	2	88.65671641791047	53.2089552238806	false
the-wall-blue.html:156 -	1000	52	2	54.22885572139304	9.920398009950244	false
the-wall-blue.html:156 -	1000	53	2	88.49751243781098	72.4626865671642	false
the-wall-blue.html:156 -	1000	54	2	67.28855721393033	6.452736318407957	false
the-wall-blue.html:156 -	1000	55	2	119.71287128712876	45.866336633663394	false
the-wall-blue.html:156 -	1000	56	2	90.36138613861385	16.767326732673265	false
the-wall-blue.html:156 -	1000	57	2	143.73762376237622	48.757425742574235	false
the-wall-blue.html:156 -	1000	58	2	24.45049504950496	57.153465346534595	false
the-wall-blue.html:156 -	1000	59	2	111.53465346534657	41.99009900990098	false
the-wall-blue.html:156 -	1000	60	2	60.66169154228854	26.467661691542283	false
the-wall-blue.html:156 -	1000	61	2	51.75124378109452	61.393034825870636	false
the-wall-blue.html:156 -	1000	62	2	28.290640394088665	17.19704433497538	false
the-wall-blue.html:156 -	1000	63	2	107.08415841584153	16.118811881188122	false
the-wall-blue.html:156 -	1000	64	2	79.08415841584157	33.24257425742574	false
the-wall-blue.html:156 -	1000	65	2	14.529702970297029	51.44554455445544	false
the-wall-blue.html:156 -	1000	66	2	39.623762376237615	20.633663366336624	false
the-wall-blue.html:156 -	1000	67	2	63.034653465346516	37.935643564356425	false
the-wall-blue.html:156 -	1000	68	2	32.28358208955223	47.646766169154226	false
the-wall-blue.html:156 -	1000	19	2	44.885572139303484	55.87064676616916	false
the-wall-blue.html:156 -	1000	20	2	109.84653465346535	145.0049504950494	true
the-wall-blue.html:156 -	1000	21	2	126.09045226130652	9.758793969849236	false
the-wall-blue.html:156 -	1000	22	2	50.53694581280792	16.66995073891626	false
the-wall-blue.html:156 -	1000	23	2	86.57711442786072	53.09950248756219	false
the-wall-blue.html:156 -	1000	24	2	128.7336683417085	55.87437185929648	false
the-wall-blue.html:156 -	1000	25	2	53.30198019801982	29.36633663366337	false
the-wall-blue.html:156 -	1000	26	2	49.97000000000004	77.435	true
the-wall-blue.html:156 -	1000	27	2	140.45	54.965	false
the-wall-blue.html:156 -	1000	28	2	128.45771144278606	6.422885572139304	false
the-wall-blue.html:156 -	1000	29	2	25.673267326732674	10.287128712871288	false
the-wall-blue.html:156 -	1000	30	2	37.393034825870636	14.522388059701493	false
the-wall-blue.html:156 -	1000	31	2	94.6119402985074	60.18407960199007	false
the-wall-blue.html:156 -	1000	32	2	69.1691542288557	96.24378109452732	true
the-wall-blue.html:156 -	1000	33	2	140.99999999999994	138.42288557213942	true
the-wall-blue.html:156 -	1000	34	2	106.89603960396038	62.03465346534652	false
the-wall-blue.html:156 -	1000	35	2	134.43564356435638	37.06930693069306	false
the-wall-blue.html:156 -	1000	36	2	131.9752475247525	45.480198019801975	false
the-wall-blue.html:156 -	1000	37	2	85.31683168316826	32.47029702970296	false
the-wall-blue.html:156 -	1000	38	2	107.84729064039412	103.5911330049261	true
the-wall-blue.html:156 -	1000	39	2	94.1831683168317	100.92574257425741	true
the-wall-blue.html:156 -	1000	40	2	85.8415841584158	71.85643564356438	false
the-wall-blue.html:156 -	1000	41	2	48.28855721393032	93.86069651741293	true
the-wall-blue.html:156 -	1000	42	2	116.92574257425743	110.52475247524752	true
the-wall-blue.html:156 -	1000	43	2	115.26999999999991	52.69999999999999	false
the-wall-blue.html:156 -	1000	44	2	6.402985074626867	13.771144278606972	false
the-wall-blue.html:156 -	1000	45	2	69.50495049504947	106.87128712871286	true
the-wall-blue.html:156 -	1000	46	2	101.29353233830845	45.39800995024875	false
the-wall-blue.html:156 -	1000	47	2	125.79702970297035	139.3069306930693	true
the-wall-blue.html:156 -	1000	48	2	73.7871287128713	72.44059405940595	false
the-wall-blue.html:156 -	1000	49	2	17.881188118811888	5.920792079207916	false
the-wall-blue.html:156 -	1000	50	2	87.32835820895518	88.69651741293539	true
the-wall-blue.html:156 -	1000	51	2	66.67164179104478	87.34825870646769	true
the-wall-blue.html:156 -	1000	52	2	13.920398009950247	62.29353233830846	false
the-wall-blue.html:156 -	1000	53	2	142.05472636815918	28.32835820895522	false
the-wall-blue.html:156 -	1000	54	2	133.84653465346534	22.732673267326728	false
the-wall-blue.html:156 -	1000	55	2	135.49751243781105	63.079601990049746	false
the-wall-blue.html:156 -	1000	56	2	117.12254901960786	5.549019607843137	false
the-wall-blue.html:156 -	1000	57	2	72.62376237623762	139.20792079207922	true
the-wall-blue.html:156 -	1000	58	2	100.7562189054727	88.02985074626862	true
the-wall-blue.html:156 -	1000	59	2	34.25615763546798	56.694581280788185	false
the-wall-blue.html:156 -	1000	60	2	110.76847290640391	136.25123152709364	true
the-wall-blue.html:156 -	1000	61	2	115.03999999999996	123.23500000000004	true
the-wall-blue.html:156 -	1000	62	2	138.7363184079603	13.995024875621887	false
the-wall-blue.html:156 -	1000	63	2	78.41293532338307	51.4278606965174	false
the-wall-blue.html:156 -	1000	64	2	118.69801980198017	143.45544554455435	true
the-wall-blue.html:156 -	1000	65	2	114.50248756218907	38.29850746268657	false
the-wall-blue.html:156 -	1000	66	2	5.326732673267327	34.86633663366338	false
the-wall-blue.html:156 -	1000	67	2	68.20297029702971	143.43564356435647	true
the-wall-blue.html:156 -	1000	68	2	8.970297029702968	52.36633663366336	false
the-wall-blue.html:156 -	1000	19	2	69.78712871287131	14.985148514851488	false
the-wall-blue.html:156 -	1000	20	2	51.58208955223879	64.94527363184079	false
the-wall-blue.html:156 -	1000	21	2	108.0935960591133	44.133004926108384	false
the-wall-blue.html:156 -	1000	22	2	84.81188118811876	29.232673267326735	false
the-wall-blue.html:156 -	1000	23	2	140.35467980295564	48.02955665024632	false
the-wall-blue.html:156 -	1000	24	2	131.3415841584158	48.30198019801979	false
the-wall-blue.html:156 -	1000	25	2	41.38999999999998	94.35499999999998	true
the-wall-blue.html:156 -	1000	26	2	138.9353233830846	30.15920398009951	false
the-wall-blue.html:156 -	1000	27	2	144.33663366336637	56.108910891089145	false
