obstacle-1-dense.html:30 -	time	id	type	x	y
obstacle-1-dense.html:131 -	840	101	2	75.42999999999998	75.60499999999999
obstacle-1-dense.html:131 -	850	101	2	74.71641791044776	75.49253731343286
obstacle-1-dense.html:131 -	860	101	2	73.69000000000003	75.00999999999998
obstacle-1-dense.html:131 -	870	101	2	72.44776119402985	74.60696517412931
obstacle-1-dense.html:131 -	880	101	2	71.80099502487565	74.48258706467664
obstacle-1-dense.html:131 -	890	101	2	71.18	74.22500000000002
obstacle-1-dense.html:131 -	900	101	2	71.2338308457712	74.28358208955233
obstacle-1-dense.html:131 -	910	101	2	71.4029850746269	74.42786069651741
obstacle-1-dense.html:131 -	920	101	2	71.25500000000004	74.39500000000001
obstacle-1-dense.html:131 -	930	101	2	71.16000000000004	74.43500000000002
obstacle-1-dense.html:131 -	940	101	2	70.93034825870647	74.39303482587069
obstacle-1-dense.html:131 -	950	101	2	71.21393034825876	74.34328358208957
obstacle-1-dense.html:131 -	960	101	2	71.29999999999998	74.205
obstacle-1-dense.html:131 -	970	101	2	71.26368159203976	74.10447761194033
obstacle-1-dense.html:131 -	980	101	2	71.36318407960196	74.15422885572136
obstacle-1-dense.html:131 -	990	101	2	71.38499999999999	74.25500000000002
