​ -	time	id	type	x	y
​ -	70	91	2	13.845771144278608	72.84577114427864
​ -	70	92	2	8.178217821782178	84.18316831683165
​ -	70	93	2	39.99009900990098	35.212871287128685
​ -	70	94	2	64.56435643564356	37.20792079207921
​ -	70	95	2	69.58706467661693	114.63184079601996
​ -	70	96	2	102.49009900990099	16.925742574257423
​ -	70	97	2	102.4029850746269	85.40298507462686
​ -	70	98	2	85.21393034825873	13.323383084577113
​ -	70	99	2	14.591133004926112	117.73399014778322
​ -	80	51	2	147.7970297029703	132.14851485148515
​ -	80	52	2	73.94581280788182	84.8029556650246
​ -	80	53	2	19.975247524752483	38.01980198019801
​ -	80	54	2	10.344827586206897	31.315270935960594
​ -	80	55	2	103.04477611940297	6.995024875621891
​ -	80	56	2	70.32835820895524	14.870646766169154
​ -	80	57	2	125.655	78.45
​ -	80	58	2	97.52475247524752	132.6237623762376
​ -	80	59	2	135.32178217821783	64.74257425742577
​ -	80	60	2	103.84079601990045	108.78606965174134
​ -	80	61	2	123.31840796019898	37.427860696517406
​ -	80	62	2	123.24752475247534	136.059405940594
​ -	80	63	2	133.03960396039608	128.95544554455444
​ -	80	64	2	139.36318407960184	38.22388059701492
​ -	80	65	2	55.23267326732677	15.311881188118814
​ -	80	66	2	69.7960199004975	60.99004975124379
​ -	80	67	2	57.88059701492534	47.104477611940304
​ -	80	68	2	86.45273631840789	123.05472636815922
​ -	80	69	2	143.82089552238807	12.582089552238806
​ -	80	70	2	18.72500000000001	89.56499999999998
​ -	80	71	2	110.53731343283582	145.39303482587067
​ -	80	72	2	41.69950738916256	128.54679802955664
​ -	80	73	2	39.747524752475265	4.698019801980195
​ -	80	74	2	109.97029702970296	126.78217821782175
​ -	80	75	2	3.4278606965174125	16.860696517412933
​ -	80	76	2	83.84577114427859	107.09950248756218
​ -	80	77	2	123.91584158415841	60.99999999999999
​ -	80	78	2	56.702970297029694	86.68316831683171
​ -	80	79	2	32.56650246305419	138.5073891625616
​ -	80	80	2	63.6039603960396	75.64851485148517
​ -	80	81	2	84.93532338308455	146.96019900497507
​ -	80	82	2	53.835820895522396	31.323383084577134
​ -	80	83	2	140.3134328358209	91.53233830845765
​ -	80	84	2	8.895000000000001	51.62499999999999
​ -	80	85	2	116.49253731343286	111.4726368159204
​ -	80	86	2	49.90099009900988	112.10891089108908
​ -	80	87	2	109.70297029702972	59.376237623762385
​ -	80	88	2	132.99009900990086	48.61386138613861
​ -	80	89	2	53.77832512315271	130.9458128078817
​ -	80	90	2	141.96039603960395	81.67326732673274
​ -	80	91	2	13.831683168316827	72.71782178217818
​ -	80	92	2	8.133663366336634	84.17326732673259
​ -	80	93	2	39.91542288557215	35.41791044776121
​ -	80	94	2	64.97512437810944	36.27860696517413
​ -	80	95	2	69.17326732673268	114.02970297029712
​ -	80	96	2	102.72413793103449	17.13793103448275
​ -	80	97	2	104.07462686567162	85.83582089552236
​ -	80	98	2	85.51243781094524	12.452736318407965
​ -	80	99	2	15.554455445544553	118.18811881188114
​ -	90	51	2	146.9402985074627	131.9651741293532
​ -	90	52	2	73.68472906403942	84.80295566502463
​ -	90	53	2	21.415000000000013	37.86000000000002
​ -	90	54	2	10.01477832512315	31.763546798029562
​ -	90	55	2	103.80500000000002	7.519999999999998
​ -	90	56	2	70.22277227722773	15.475247524752472
​ -	90	57	2	125.62500000000003	78.84000000000003
​ -	90	58	2	98.05392156862743	131.6862745098039
​ -	90	59	2	134.7363184079601	64.1194029850746
​ -	90	60	2	102.81188118811885	107.80693069306933
​ -	90	61	2	122.58706467661692	37.85074626865672
​ -	90	62	2	122.91999999999999	135.1399999999999
​ -	90	63	2	133.86699507389167	130.064039408867
​ -	90	64	2	138.83084577114428	36.71144278606965
​ -	90	65	2	54.049504950495084	14.7029702970297
​ -	90	66	2	69.72139303482585	60.577114427860685
​ -	90	67	2	58.4179104477612	46.61691542288559
​ -	90	68	2	86.19801980198022	122.64356435643565
​ -	90	69	2	143.82089552238807	12.582089552238806
​ -	90	70	2	18.2039800995025	90.37810945273633
​ -	90	71	2	110.23500000000001	144.01
​ -	90	72	2	41.86633663366334	128.02970297029705
​ -	90	73	2	39.263681592039816	4.90049751243788
​ -	90	74	2	109.99999999999999	125.22277227722769
​ -	90	75	2	3.3880597014925384	16.76119402985074
​ -	90	76	2	85.52499999999998	106.96000000000004
​ -	90	77	2	123.9653465346535	61.41584158415841
​ -	90	78	2	57.47029702970298	87.76237623762373
​ -	90	79	2	33.15346534653465	138.62376237623752
​ -	90	80	2	62.686567164179124	75.29850746268662
​ -	90	81	2	85.25373134328358	146.15920398009956
​ -	90	82	2	53.60199004975125	31.671641791044788
​ -	90	83	2	140.09950248756218	91.52736318407963
​ -	90	84	2	9.27860696517413	51.144278606965194
​ -	90	85	2	116.7363184079602	111.39303482587066
​ -	90	86	2	48.334975369458135	111.23152709359609
​ -	90	87	2	109.77500000000003	61.71999999999998
​ -	90	88	2	132.85074626865665	47.621890547263654
​ -	90	89	2	53.6716417910448	131.15920398009925
​ -	90	90	2	141.85572139303483	81.72636815920403
​ -	90	91	2	14.119402985074625	72.53233830845771
​ -	90	92	2	8.16336633663366	83.73267326732672
​ -	90	93	2	39.940594059405974	35.85148514851485
​ -	90	94	2	66.03980099502489	35.383084577114424
​ -	90	95	2	69.15920398009946	113.62189054726366
​ -	90	96	2	103.23999999999997	17.27500000000001
​ -	90	97	2	106.20398009950252	85.98507462686558
​ -	90	98	2	85.64356435643562	10.752475247524753
​ -	90	99	2	16.02970297029703	118.64356435643562
​ -	100	51	2	146.54726368159203	131.84577114427867
​ -	100	52	2	73.23880597014923	84.87064676616917
​ -	100	53	2	23.20398009950248	37.4726368159204
​ -	100	54	2	9.99004975124378	32.32338308457713
​ -	100	55	2	104.51500000000003	7.574999999999999
​ -	100	56	2	70.00497512437813	16.08955223880597
​ -	100	57	2	125.78500000000007	78.93999999999997
​ -	100	58	2	97.8407960199005	131.15422885572136
​ -	100	59	2	134.7326732673267	62.97029702970295
​ -	100	60	2	102.25742574257427	107.67821782178221
​ -	100	61	2	122.37313432835819	38.22885572139306
​ -	100	62	2	123.20895522388058	134.44776119402982
​ -	100	63	2	134.79207920792084	130.47029702970295
​ -	100	64	2	139.0246305418719	34.827586206896534
​ -	100	65	2	53.149253731343286	14.179104477611938
​ -	100	66	2	68.8706467661692	60.32338308457712
​ -	100	67	2	59.45812807881775	45.975369458128085
​ -	100	68	2	85.75124378109456	121.51243781094529
​ -	100	69	2	143.755	12.579999999999995
​ -	100	70	2	17.288557213930353	90.54228855721391
​ -	100	71	2	110.22388059701494	142.51243781094516
​ -	100	72	2	42.07462686567165	127.08457711442787
​ -	100	73	2	39.17412935323384	5.258706467661695
​ -	100	74	2	109.96019900497518	124.37810945273627
​ -	100	75	2	3.393034825870647	16.61691542288556
​ -	100	76	2	86.65346534653466	107.0247524752475
​ -	100	77	2	124.27363184079603	61.89054726368159
​ -	100	78	2	58.02970297029705	88.81188118811876
​ -	100	79	2	33.579207920792086	138.67326732673266
​ -	100	80	2	62.43564356435641	75.00990099009903
​ -	100	81	2	85.28358208955223	145.84577114427856
​ -	100	82	2	53.22388059701494	32.08955223880597
​ -	100	83	2	139.6218905472637	91.47761194029853
​ -	100	84	2	9.67326732673267	51.09405940594058
​ -	100	85	2	117.59900990099015	111.20297029702968
​ -	100	86	2	46.9605911330049	110.56650246305416
​ -	100	87	2	109.84653465346533	63.301980198019834
​ -	100	88	2	132.82758620689646	46.674876847290605
​ -	100	89	2	53.48756218905471	131.57213930348246
​ -	100	90	2	141.86567164179104	81.7064676616915
​ -	100	91	2	14.611940298507458	72.00497512437809
​ -	100	92	2	8.393034825870645	83.27363184079603
​ -	100	93	2	39.88059701492535	36.22388059701493
​ -	100	94	2	66.83500000000001	33.82500000000001
​ -	100	95	2	68.91044776119402	113.31343283582089
​ -	100	96	2	104.3168316831683	17.53960396039604
​ -	100	97	2	108.62189054726366	85.97014925373136
​ -	100	98	2	86.54455445544556	9.559405940594056
​ -	100	99	2	16.402985074626873	118.66666666666666
​ -	110	51	2	146.07960199004975	131.43781094527364
​ -	110	52	2	73.62189054726366	84.64179104477616
​ -	110	53	2	23.995049504950515	36.965346534653456
​ -	110	54	2	9.415000000000006	33.444999999999986
​ -	110	55	2	105.2623762376238	6.698019801980198
​ -	110	56	2	70.40594059405939	16.529702970297034
​ -	110	57	2	125.78000000000004	79.11999999999999
​ -	110	58	2	97.80000000000001	130.78000000000003
​ -	110	59	2	134.73762376237622	61.396039603960375
​ -	110	60	2	102.36815920398007	107.20895522388058
​ -	110	61	2	121.60199004975122	39.32835820895524
​ -	110	62	2	123.58208955223883	134.12437810945272
​ -	110	63	2	135.1980198019802	131.3267326732673
​ -	110	64	2	139.19801980198017	33.306930693069326
​ -	110	65	2	52.58415841584159	13.891089108910888
​ -	110	66	2	68.43781094527364	60.30845771144277
​ -	110	67	2	60.42079207920792	45.277227722772295
​ -	110	68	2	85.465	120.44500000000005
