50-cells.html:30 -	time	id	type	x	y
50-cells.html:128 -	250	33	1	49.17821782178216	27.35643564356436
50-cells.html:128 -	250	34	1	143.53465346534654	102.36633663366338
50-cells.html:128 -	250	35	1	12.045	43.830000000000005
50-cells.html:128 -	250	36	1	120.044776119403	117.23880597014927
50-cells.html:128 -	250	37	1	54.014925373134304	114.98507462686565
50-cells.html:128 -	250	38	1	108.36318407960201	62.34328358208954
50-cells.html:128 -	250	39	1	133.66500000000002	53.654999999999994
50-cells.html:128 -	250	40	1	57.08955223880595	133.25870646766165
50-cells.html:128 -	250	41	1	136.64179104477606	88.40298507462686
50-cells.html:128 -	250	42	1	12.310000000000008	90.10499999999998
50-cells.html:128 -	250	43	1	0.8855721393034807	89.28358208955223
50-cells.html:128 -	250	44	1	38.28358208955223	28.21393034825869
50-cells.html:128 -	250	45	1	41.59701492537312	43.3681592039801
50-cells.html:128 -	250	46	1	69.4228855721393	116.21890547263679
50-cells.html:128 -	250	47	1	110.61194029850743	12.93532338308458
50-cells.html:128 -	250	48	1	111.21782178217825	86.93069306930687
50-cells.html:128 -	250	49	1	90.6865671641791	21.73134328358208
50-cells.html:128 -	250	50	1	18.452736318407954	119.74626865671642
50-cells.html:128 -	260	1	1	66.41293532338308	70.39303482587063
50-cells.html:128 -	260	2	1	0.9299999999999998	114.96500000000009
50-cells.html:128 -	260	3	1	79.44278606965175	87.34328358208951
50-cells.html:128 -	260	4	1	17.855721393034838	53.94029850746269
50-cells.html:128 -	260	5	1	4.265000000000001	30.579999999999995
50-cells.html:128 -	260	6	1	105.58910891089113	4.321782178217822
50-cells.html:128 -	260	7	1	70.68159203980106	12.950248756218901
50-cells.html:128 -	260	8	1	140.5970149253732	76.35820895522387
50-cells.html:128 -	260	9	1	102.76616915422886	126.65671641791045
50-cells.html:128 -	260	10	1	137.9353233830845	62.522388059701484
50-cells.html:128 -	260	11	1	111.10945273631845	111.139303482587
50-cells.html:128 -	260	12	1	131.86934673366832	36.75376884422111
50-cells.html:128 -	260	13	1	122.14925373134328	144.53233830845772
50-cells.html:128 -	260	14	1	137.685	136.02499999999992
50-cells.html:128 -	260	15	1	146.13930348258705	41.29353233830847
50-cells.html:128 -	260	16	1	63.81592039800993	23.21890547263681
50-cells.html:128 -	260	17	1	65.32835820895525	52.756218905472664
50-cells.html:128 -	260	18	1	26.412935323383085	35.940298507462714
50-cells.html:128 -	260	19	1	89.15422885572139	129.30845771144288
50-cells.html:128 -	260	20	1	140.20895522388057	26.631840796019908
50-cells.html:128 -	260	21	1	23.24499999999999	84.63000000000005
50-cells.html:128 -	260	22	1	106.49000000000005	142.32000000000008
50-cells.html:128 -	260	23	1	39.935323383084544	122.34825870646762
50-cells.html:128 -	260	24	1	58.63184079601989	7.223880597014925
50-cells.html:128 -	260	25	1	116.59701492537312	132.05970149253724
50-cells.html:128 -	260	26	1	5.698019801980201	15.950495049504953
50-cells.html:128 -	260	27	1	80.9850746268657	121.04477611940305
50-cells.html:128 -	260	28	1	122.44059405940595	45.93069306930695
50-cells.html:128 -	260	29	1	64.59203980099504	90.17412935323392
50-cells.html:128 -	260	30	1	33.159203980099484	141.23383084577114
50-cells.html:128 -	260	31	1	70.06999999999998	79.05000000000001
50-cells.html:128 -	260	32	1	70.0547263681592	149.22388059701498
50-cells.html:128 -	260	33	1	50.11442786069653	28.383084577114438
50-cells.html:128 -	260	34	1	142.83663366336634	102.15841584158413
50-cells.html:128 -	260	35	1	12.830845771144274	44.243781094527364
50-cells.html:128 -	260	36	1	119.47999999999995	117.58999999999995
50-cells.html:128 -	260	37	1	54.06467661691547	115.06965174129353
50-cells.html:128 -	260	38	1	108.40796019900503	62.313432835820926
50-cells.html:128 -	260	39	1	133.42786069651737	53.63681592039804
50-cells.html:128 -	260	40	1	57.175	133.42500000000004
50-cells.html:128 -	260	41	1	137.5721393034827	88.57711442786069
50-cells.html:128 -	260	42	1	12.210000000000003	90.42999999999995
50-cells.html:128 -	260	43	1	1.326732673267327	90.16336633663371
50-cells.html:128 -	260	44	1	38.56499999999996	28.290000000000003
50-cells.html:128 -	260	45	1	41.32835820895525	43.14427860696516
50-cells.html:128 -	260	46	1	68.45273631840794	114.75124378109457
50-cells.html:128 -	260	47	1	110.19402985074633	13.034825870646761
50-cells.html:128 -	260	48	1	110.74626865671645	86.92537313432835
50-cells.html:128 -	260	49	1	90.22885572139305	21.61194029850748
50-cells.html:128 -	260	50	1	19.64499999999999	119.975
50-cells.html:128 -	270	1	1	66.17910447761197	70.57213930348259
50-cells.html:128 -	270	2	1	0.7860696517412927	114.16915422885575
50-cells.html:128 -	270	3	1	79.32835820895527	87.59203980099501
50-cells.html:128 -	270	4	1	17.527363184079604	55.95024875621891
50-cells.html:128 -	270	5	1	4.039800995024876	30.437810945273625
50-cells.html:128 -	270	6	1	105.57711442786068	4.38308457711443
50-cells.html:128 -	270	7	1	70.84499999999996	12.904999999999998
50-cells.html:128 -	270	8	1	140.51741293532336	76.41791044776122
50-cells.html:128 -	270	9	1	102.53233830845778	126.57213930348259
50-cells.html:128 -	270	10	1	137.78999999999994	62.44499999999998
50-cells.html:128 -	270	11	1	111.55223880597018	110.3134328358209
50-cells.html:128 -	270	12	1	131.79104477611943	36.50746268656717
50-cells.html:128 -	270	13	1	121.80499999999995	144.575
50-cells.html:128 -	270	14	1	137.16915422885577	135.98009950248752
50-cells.html:128 -	270	15	1	146.27860696517413	41.114427860696516
50-cells.html:128 -	270	16	1	63.95522388059701	23.29353233830846
50-cells.html:128 -	270	17	1	65.14925373134331	53.76616915422886
50-cells.html:128 -	270	18	1	25.434999999999988	36.379999999999995
50-cells.html:128 -	270	19	1	88.56716417910442	129.45273631840797
50-cells.html:128 -	270	20	1	139.75124378109447	26.348258706467668
50-cells.html:128 -	270	21	1	24.18407960199005	85.17910447761196
50-cells.html:128 -	270	22	1	106.30348258706468	142.46268656716418
50-cells.html:128 -	270	23	1	40.57711442786069	121.59203980099504
50-cells.html:128 -	270	24	1	58.890547263681576	7.437810945273626
50-cells.html:128 -	270	25	1	116.69154228855722	131.97512437810948
50-cells.html:128 -	270	26	1	6.935000000000002	16.989999999999995
50-cells.html:128 -	270	27	1	81.1890547263682	121.01990049751242
50-cells.html:128 -	270	28	1	121.9800995024876	45.641791044776106
50-cells.html:128 -	270	29	1	65.1	91.38500000000002
50-cells.html:128 -	270	30	1	33.93034825870645	142.4676616915422
50-cells.html:128 -	270	31	1	70.00999999999999	79.37000000000002
50-cells.html:128 -	270	32	1	70.58415841584159	149.1089108910891
50-cells.html:128 -	270	33	1	50.6716417910448	29.164179104477615
50-cells.html:128 -	270	34	1	142.225	101.80499999999996
50-cells.html:128 -	270	35	1	14.218905472636816	44.51243781094529
50-cells.html:128 -	270	36	1	118.96999999999996	117.61
50-cells.html:128 -	270	37	1	54.495049504950494	114.86633663366338
50-cells.html:128 -	270	38	1	108.68499999999999	62.264999999999986
50-cells.html:128 -	270	39	1	133.315	52.96499999999997
50-cells.html:128 -	270	40	1	57.10945273631841	133.11442786069645
50-cells.html:128 -	270	41	1	138.11999999999998	88.56500000000003
50-cells.html:128 -	270	42	1	12.527363184079599	90.6169154228856
50-cells.html:128 -	270	43	1	1.7810945273631835	91.50746268656717
50-cells.html:128 -	270	44	1	38.68316831683169	28.579207920792097
50-cells.html:128 -	270	45	1	40.57500000000002	43.334999999999994
50-cells.html:128 -	270	46	1	67.96517412935323	113.95522388059703
50-cells.html:128 -	270	47	1	110.20895522388061	13.134328358208958
50-cells.html:128 -	270	48	1	110.50248756218907	86.7164179104478
50-cells.html:128 -	270	49	1	89.77114427860698	21.636815920398007
50-cells.html:128 -	270	50	1	20.462686567164173	119.7462686567164
50-cells.html:128 -	280	1	1	66.00497512437808	70.6318407960199
50-cells.html:128 -	280	2	1	0.8805970149253715	114.17412935323381
50-cells.html:128 -	280	3	1	78.84577114427863	87.2139303482587
50-cells.html:128 -	280	4	1	17.945273631840802	58.45273631840796
50-cells.html:128 -	280	5	1	4.11881188118812	31.158415841584166
50-cells.html:128 -	280	6	1	105.36318407960206	4.59701492537313
50-cells.html:128 -	280	7	1	71.33333333333336	12.298507462686572
50-cells.html:128 -	280	8	1	140.67164179104475	76.3034825870647
50-cells.html:128 -	280	9	1	102.18407960199008	127.27363184079603
50-cells.html:128 -	280	10	1	137.41293532338312	62.36815920398009
50-cells.html:128 -	280	11	1	112.05970149253729	109.34825870646766
50-cells.html:128 -	280	12	1	131.20297029702962	36.38613861386138
50-cells.html:128 -	280	13	1	121.40796019900498	144.51243781094527
50-cells.html:128 -	280	14	1	136.5373134328359	135.37810945273625
50-cells.html:128 -	280	15	1	146.02487562189054	40.80099502487562
50-cells.html:128 -	280	16	1	63.407960199004975	23.56218905472636
50-cells.html:128 -	280	17	1	65.30845771144283	54.39303482587063
50-cells.html:128 -	280	18	1	24.48000000000001	36.769999999999975
50-cells.html:128 -	280	19	1	88.40099009900985	129.32178217821783
50-cells.html:128 -	280	20	1	139.50248756218895	26.248756218905477
50-cells.html:128 -	280	21	1	25.014925373134336	85.61194029850742
50-cells.html:128 -	280	22	1	105.97999999999998	142.435
50-cells.html:128 -	280	23	1	40.85572139303482	120.48258706467661
50-cells.html:128 -	280	24	1	58.805970149253724	8.417910447761196
50-cells.html:128 -	280	25	1	116.71144278606965	131.91542288557207
50-cells.html:128 -	280	26	1	8.757425742574252	17.920792079207924
50-cells.html:128 -	280	27	1	81.90547263681594	120.52736318407959
50-cells.html:128 -	280	28	1	121.63681592039804	45.318407960199025
50-cells.html:128 -	280	29	1	65.61194029850746	93.07462686567169
50-cells.html:128 -	280	30	1	35.293532338308474	143.6666666666666
50-cells.html:128 -	280	31	1	69.52238805970156	79.50746268656715
50-cells.html:128 -	280	32	1	71.47499999999997	148.915
50-cells.html:128 -	280	33	1	51.10945273631841	29.577114427860703
50-cells.html:128 -	280	34	1	142.495	101.12000000000002
50-cells.html:128 -	280	35	1	15.079601990049747	45.34328358208954
50-cells.html:128 -	280	36	1	118.29850746268656	117.42288557213931
50-cells.html:128 -	280	37	1	54.02487562189052	114.85572139303481
50-cells.html:128 -	280	38	1	108.96500000000002	62.135000000000005
50-cells.html:128 -	280	39	1	132.8557213930348	52.48756218905473
50-cells.html:128 -	280	40	1	57.22388059701492	133.2885572139303
50-cells.html:128 -	280	41	1	138.02487562189054	89.11940298507469
50-cells.html:128 -	280	42	1	12.895000000000003	91.28000000000002
50-cells.html:128 -	280	43	1	2.4676616915422884	91.74129353233833
50-cells.html:128 -	280	44	1	39.14925373134329	28.656716417910438
50-cells.html:128 -	280	45	1	40.42786069651739	43.11940298507464
50-cells.html:128 -	280	46	1	67.4328358208955	113.66169154228864
50-cells.html:128 -	280	47	1	109.89552238805973	13.28855721393035
50-cells.html:128 -	280	48	1	110.24378109452731	86.65174129353233
50-cells.html:128 -	280	49	1	89.08457711442783	21.542288557213926
50-cells.html:128 -	280	50	1	20.268656716417915	119.68656716417912
50-cells.html:128 -	290	1	1	65.85572139303483	70.61194029850748
50-cells.html:128 -	290	2	1	0.756218905472636	114.39800995024873
50-cells.html:128 -	290	3	1	78.33499999999998	87.16499999999998
50-cells.html:128 -	290	4	1	18.87623762376238	60.12871287128712
50-cells.html:128 -	290	5	1	3.9701492537313445	31.20398009950248
50-cells.html:128 -	290	6	1	105.63184079601993	4.42786069651741
50-cells.html:128 -	290	7	1	71.37810945273634	11.8955223880597
50-cells.html:128 -	290	8	1	140.80099502487562	76.47263681592038
50-cells.html:128 -	290	9	1	102.1791044776119	127.68159203980107
50-cells.html:128 -	290	10	1	137.36318407960198	62.4676616915423
50-cells.html:128 -	290	11	1	112.25000000000003	107.99499999999999
50-cells.html:128 -	290	12	1	130.69154228855714	36.49253731343284
50-cells.html:128 -	290	13	1	121.37313432835818	144.2487562189054
50-cells.html:128 -	290	14	1	136.22388059701498	134.94029850746267
50-cells.html:128 -	290	15	1	145.8955223880597	40.587064676616905
50-cells.html:128 -	290	16	1	63.56218905472637	23.960199004975127
50-cells.html:128 -	290	17	1	65.40298507462683	54.86069651741291
50-cells.html:128 -	290	18	1	24.09	36.73500000000001
50-cells.html:128 -	290	19	1	88.54187192118229	128.8620689655173
50-cells.html:128 -	290	20	1	139.3582089552238	26.47761194029851
50-cells.html:128 -	290	21	1	25.404999999999994	86.03
50-cells.html:128 -	290	22	1	105.55223880597016	142.59203980099502
50-cells.html:128 -	290	23	1	41.45049504950496	119.4207920792079
50-cells.html:128 -	290	24	1	59.12935323383087	8.378109452736322
50-cells.html:128 -	290	25	1	116.66169154228857	131.89054726368164
50-cells.html:128 -	290	26	1	10.129999999999995	18.425
50-cells.html:128 -	290	27	1	82.80597014925372	119.53731343283583
50-cells.html:128 -	290	28	1	120.94527363184086	45.741293532338304
50-cells.html:128 -	290	29	1	65.75621890547264	94.4378109452736
50-cells.html:128 -	290	30	1	36.475000000000016	145.29500000000007
50-cells.html:128 -	290	31	1	69.45771144278609	79.60696517412936
50-cells.html:128 -	290	32	1	73.27722772277227	148.7029702970297
50-cells.html:128 -	290	33	1	50.87562189054725	29.32835820895522
50-cells.html:128 -	290	34	1	142.885	100.54499999999997
50-cells.html:128 -	290	35	1	15.449999999999992	46.01500000000002
50-cells.html:128 -	290	36	1	117.94527363184082	117.54228855721392
50-cells.html:128 -	290	37	1	54.12437810945272	115.06467661691546
50-cells.html:128 -	290	38	1	109.24000000000001	61.91999999999998
50-cells.html:128 -	290	39	1	132.83	52.29500000000001
50-cells.html:128 -	290	40	1	57.13930348258706	133.50248756218912
50-cells.html:128 -	290	41	1	137.2413793103449	90.35467980295567
50-cells.html:128 -	290	42	1	13.287128712871288	91.49009900990102
50-cells.html:128 -	290	43	1	2.5621890547263684	91.79601990049751
50-cells.html:128 -	290	44	1	39.23500000000002	28.180000000000007
50-cells.html:128 -	290	45	1	40.09452736318406	42.73134328358211
50-cells.html:128 -	290	46	1	67.47263681592038	113.75621890547262
50-cells.html:128 -	290	47	1	110.02985074626864	13.323383084577113
50-cells.html:128 -	290	48	1	109.84999999999998	86.575
50-cells.html:128 -	290	49	1	88.90547263681593	21.59203980099502
50-cells.html:128 -	290	50	1	20.25	119.61500000000001
50-cells.html:128 -	300	1	1	65.925	70.82499999999997
50-cells.html:128 -	300	2	1	0.7761194029850735	113.63184079601994
50-cells.html:128 -	300	3	1	77.69500000000001	87.22500000000001
50-cells.html:128 -	300	4	1	19.383084577114435	61.696517412935314
50-cells.html:128 -	300	5	1	3.845000000000001	31.525000000000002
50-cells.html:128 -	300	6	1	105.40796019900498	4.402985074626864
50-cells.html:128 -	300	7	1	71.5049504950495	11.222772277227724
50-cells.html:128 -	300	8	1	141.1144278606965	77.18905472636818
50-cells.html:128 -	300	9	1	101.9452736318408	128.40298507462674
50-cells.html:128 -	300	10	1	137.36499999999995	62.52000000000001
50-cells.html:128 -	300	11	1	112.09950248756222	107.45771144278606
50-cells.html:128 -	300	12	1	130.15422885572139	37.004975124378085
50-cells.html:128 -	300	13	1	121.20000000000006	144.1650000000001
50-cells.html:128 -	300	14	1	135.2686567164179	133.55223880597023
50-cells.html:128 -	300	15	1	145.66169154228857	40.781094527363145
50-cells.html:128 -	300	16	1	63.93532338308457	24.228855721393025
50-cells.html:128 -	300	17	1	65.86069651741292	56.02487562189053
50-cells.html:128 -	300	18	1	23.74129353233831	36.86069651741295
50-cells.html:128 -	300	19	1	88.405	128.225
50-cells.html:128 -	300	20	1	139.26000000000002	26.939999999999998
50-cells.html:128 -	300	21	1	25.069651741293523	86.14925373134322
50-cells.html:128 -	300	22	1	105.62686567164181	142.48756218905473
50-cells.html:128 -	300	23	1	41.75247524752475	118.6980198019802
50-cells.html:128 -	300	24	1	59.345	8.410000000000002
50-cells.html:128 -	300	25	1	116.52238805970144	131.73134328358202
50-cells.html:128 -	300	26	1	11.054999999999998	18.384999999999994
50-cells.html:128 -	300	27	1	83.94000000000007	118.22499999999995
50-cells.html:128 -	300	28	1	119.30541871921183	45.79802955665027
50-cells.html:128 -	300	29	1	65.21890547263683	96.37810945273634
50-cells.html:128 -	300	30	1	36.651741293532325	146.1990049751244
50-cells.html:128 -	300	31	1	69.23880597014924	79.9203980099502
50-cells.html:128 -	300	32	1	73.95024875621888	148.39303482587064
50-cells.html:128 -	300	33	1	51.044776119402975	28.771144278606968
50-cells.html:128 -	300	34	1	143.318407960199	99.09452736318407
50-cells.html:128 -	300	35	1	15.388059701492539	46.860696517412926
50-cells.html:128 -	300	36	1	117.72139303482591	117.75124378109454
50-cells.html:128 -	300	37	1	53.97014925373135	115.22388059701495
50-cells.html:128 -	300	38	1	109.30999999999999	61.98499999999997
50-cells.html:128 -	300	39	1	132.32338308457705	52.03482587064678
50-cells.html:128 -	300	40	1	57.104477611940275	133.43283582089543
50-cells.html:128 -	300	41	1	135.50495049504943	92.40594059405946
50-cells.html:128 -	300	42	1	13.881188118811881	92.71287128712878
50-cells.html:128 -	300	43	1	2.8955223880597014	91.16417910447763
50-cells.html:128 -	300	44	1	39.51741293532338	28.512437810945272
50-cells.html:128 -	300	45	1	39.52500000000004	42.70500000000002
50-cells.html:128 -	300	46	1	67.5174129353234	113.71144278606964
50-cells.html:128 -	300	47	1	109.78000000000003	13.295000000000003
50-cells.html:128 -	300	48	1	109.98009950248758	87.23383084577111
50-cells.html:128 -	300	49	1	88.47263681592044	21.21890547263682
50-cells.html:128 -	300	50	1	20.184079601990057	119.37313432835819
50-cells.html:128 -	310	1	1	65.85499999999998	70.955
50-cells.html:128 -	310	2	1	0.7313432835820897	113.6069651741294
50-cells.html:128 -	310	3	1	77.9154228855721	86.96019900497512
50-cells.html:128 -	310	4	1	18.900497512437827	63.50248756218905
50-cells.html:128 -	310	5	1	3.7412935323383087	31.6318407960199
50-cells.html:128 -	310	6	1	104.6169154228856	5.313432835820891
50-cells.html:128 -	310	7	1	71.18905472636818	11.22885572139304
50-cells.html:128 -	310	8	1	141.35323383084574	77.77611940298512
50-cells.html:128 -	310	9	1	101.83582089552236	129.08457711442784
50-cells.html:128 -	310	10	1	137.63184079601993	62.25373134328357
50-cells.html:128 -	310	11	1	112.03482587064677	107.38308457711445
50-cells.html:128 -	310	12	1	128.68500000000006	37.749999999999986
50-cells.html:128 -	310	13	1	120.93500000000002	143.97500000000005
50-cells.html:128 -	310	14	1	134.02487562189054	132.28358208955225
50-cells.html:128 -	310	15	1	145.27722772277227	41.039603960396036
50-cells.html:128 -	310	16	1	64.15500000000002	24.495000000000005
50-cells.html:128 -	310	17	1	66.46766169154229	56.72139303482589
50-cells.html:128 -	310	18	1	23.45049504950494	36.89108910891089
50-cells.html:128 -	310	19	1	89.38805970149252	127.05472636815915
50-cells.html:128 -	310	20	1	139.11000000000004	27.794999999999995
50-cells.html:128 -	310	21	1	25.09452736318409	86.06965174129355
50-cells.html:128 -	310	22	1	105.69651741293532	142.7363184079602
50-cells.html:128 -	310	23	1	42.15920398009948	117.98507462686567
50-cells.html:128 -	310	24	1	59.422885572139286	8.20398009950248
50-cells.html:128 -	310	25	1	116.54726368159207	131.6666666666666
50-cells.html:128 -	310	26	1	11.348258706467664	18.258706467661682
50-cells.html:128 -	310	27	1	85.4427860696517	116.75621890547266
50-cells.html:128 -	310	28	1	117.54950495049502	47.08910891089108
50-cells.html:128 -	310	29	1	64.21782178217823	97.86138613861392
50-cells.html:128 -	310	30	1	36.88059701492538	147.42786069651737
50-cells.html:128 -	310	31	1	69.20895522388058	80.46268656716411
50-cells.html:128 -	310	32	1	74.82178217821782	148.93564356435644
50-cells.html:128 -	310	33	1	51.19900497512438	28.572139303482576
50-cells.html:128 -	310	34	1	143.509900990099	98.24752475247527
50-cells.html:128 -	310	35	1	14.876237623762378	47.633663366336634
50-cells.html:128 -	310	36	1	117.46766169154219	117.96019900497507
50-cells.html:128 -	310	37	1	54	115.40999999999998
50-cells.html:128 -	310	38	1	109.44278606965177	61.76616915422884
50-cells.html:128 -	310	39	1	131.57213930348257	51.70646766169153
50-cells.html:128 -	310	40	1	57.45273631840796	133.99502487562194
50-cells.html:128 -	310	41	1	134.34999999999994	93.74999999999997
50-cells.html:128 -	310	42	1	14.772277227722775	93.23762376237622
50-cells.html:128 -	310	43	1	3.0398009950248746	91.0845771144279
50-cells.html:128 -	310	44	1	39.40796019900499	28.641791044776124
50-cells.html:128 -	310	45	1	39.616915422885576	42.77611940298507
50-cells.html:128 -	310	46	1	67.89000000000003	113.77999999999997
50-cells.html:128 -	310	47	1	110.18000000000002	12.954999999999991
50-cells.html:128 -	310	48	1	110.50000000000003	88.35643564356435
50-cells.html:128 -	310	49	1	88.28358208955223	20.8407960199005
50-cells.html:128 -	310	50	1	20.094999999999988	119.36499999999995
50-cells.html:128 -	320	1	1	65.635	70.75499999999995
50-cells.html:128 -	320	2	1	0.5323383084577122	113.34328358208957
50-cells.html:128 -	320	3	1	77.32835820895527	87.46766169154226
50-cells.html:128 -	320	4	1	18.686567164179113	64.67661691542291
50-cells.html:128 -	320	5	1	3.0849999999999973	31.38000000000001
50-cells.html:128 -	320	6	1	103.95024875621893	6.507462686567159
50-cells.html:128 -	320	7	1	71.03980099502486	11.298507462686564
50-cells.html:128 -	320	8	1	141.29353233830847	78.64179104477606
50-cells.html:128 -	320	9	1	101.8109452736319	129.41293532338312
50-cells.html:128 -	320	10	1	138.0398009950249	62.810945273631845
50-cells.html:128 -	320	11	1	111.85074626865672	107.35820895522386
50-cells.html:128 -	320	12	1	126.60696517412937	38.014925373134346
50-cells.html:128 -	320	13	1	120.5820895522388	144.27860696517416
50-cells.html:128 -	320	14	1	132.9751243781094	131.33830845771152
50-cells.html:128 -	320	15	1	145.55721393034827	41.363184079601986
50-cells.html:128 -	320	16	1	64.13499999999999	24.595000000000017
50-cells.html:128 -	320	17	1	67.21393034825874	57.18905472636815
50-cells.html:128 -	320	18	1	23.363184079601993	37.19900497512436
50-cells.html:128 -	320	19	1	89.8557213930348	125.75621890547266
50-cells.html:128 -	320	20	1	138.095	29.125000000000004
50-cells.html:128 -	320	21	1	24.83500000000001	86.16000000000008
50-cells.html:128 -	320	22	1	105.73134328358213	142.81592039800995
50-cells.html:128 -	320	23	1	42.40201005025128	116.72864321608043
50-cells.html:128 -	320	24	1	59.452736318407965	8.328358208955226
50-cells.html:128 -	320	25	1	116.48258706467665	131.80099502487548
50-cells.html:128 -	320	26	1	11.945	18.254999999999995
50-cells.html:128 -	320	27	1	85.54228855721396	116.40796019900495
50-cells.html:128 -	320	28	1	116.16417910447758	47.920398009950254
50-cells.html:128 -	320	29	1	62.83084577114431	98.84079601990047
50-cells.html:128 -	320	30	1	37.73134328358206	148.64179104477623
50-cells.html:128 -	320	31	1	69.16915422885577	80.64179104477614
50-cells.html:128 -	320	32	1	75.02985074626866	149.2238805970149
50-cells.html:128 -	320	33	1	50.85572139303486	28.427860696517424
50-cells.html:128 -	320	34	1	143.4179104477612	98.3134328358209
50-cells.html:128 -	320	35	1	14.472636815920398	48.70646766169154
50-cells.html:128 -	320	36	1	117.48756218905473	118.10945273631836
50-cells.html:128 -	320	37	1	53.65174129353237	116.08457711442783
50-cells.html:128 -	320	38	1	109.47263681592044	61.67164179104478
50-cells.html:128 -	320	39	1	131.60199004975118	51.15920398009947
50-cells.html:128 -	320	40	1	57.53999999999999	134.06500000000008
50-cells.html:128 -	320	41	1	133.43781094527355	94.59701492537317
50-cells.html:128 -	320	42	1	16.034825870646767	93.60199004975125
50-cells.html:128 -	320	43	1	3.388059701492539	91.61194029850748
50-cells.html:128 -	320	44	1	39.33333333333335	29.124378109452735
50-cells.html:128 -	320	45	1	39.47263681592042	43.2189054726368
50-cells.html:128 -	320	46	1	68.01492537313436	114.13432835820893
50-cells.html:128 -	320	47	1	110.44000000000001	12.835
50-cells.html:128 -	320	48	1	111.08457711442786	90.15422885572139
50-cells.html:128 -	320	49	1	88.21890547263686	20.547263681592042
50-cells.html:128 -	320	50	1	19.776119402985085	118.66666666666667
50-cells.html:128 -	330	1	1	65.76119402985077	70.78606965174134
50-cells.html:128 -	330	2	1	0.8258706467661698	113.32338308457712
50-cells.html:128 -	330	3	1	76.8159203980099	88.80099502487563
50-cells.html:128 -	330	4	1	18.638613861386137	66.20792079207925
50-cells.html:128 -	330	5	1	2.4000000000000012	31.064999999999994
50-cells.html:128 -	330	6	1	103.60696517412934	6.681592039800995
50-cells.html:128 -	330	7	1	71.03482587064674	11.442786069651742
50-cells.html:128 -	330	8	1	141.24875621890556	79.4328358208955
50-cells.html:128 -	330	9	1	101.83084577114431	129.5174129353234
50-cells.html:128 -	330	10	1	139.40594059405942	63.74752475247523
50-cells.html:128 -	330	11	1	111.26732673267327	107.18811881188124
50-cells.html:128 -	330	12	1	125.4108910891089	38.21782178217824
50-cells.html:128 -	330	13	1	120.60696517412933	144.13432835820896
50-cells.html:128 -	330	14	1	132.6999999999999	130.55000000000004
50-cells.html:128 -	330	15	1	146.4108910891089	41.485148514851495
50-cells.html:128 -	330	16	1	64.65671641791045	24.641791044776117
50-cells.html:128 -	330	17	1	68.54679802955665	57.64532019704431
50-cells.html:128 -	330	18	1	23.482587064676608	37.139303482587046
50-cells.html:128 -	330	19	1	90.89552238805967	124.58706467661693
50-cells.html:128 -	330	20	1	137.0497512437811	30.12935323383085
50-cells.html:128 -	330	21	1	24.313432835820898	86.13432835820892
50-cells.html:128 -	330	22	1	105.70500000000004	142.93
50-cells.html:128 -	330	23	1	42.46766169154227	116.24875621890548
50-cells.html:128 -	330	24	1	59.77611940298506	7.855721393034822
50-cells.html:128 -	330	25	1	117.4200000000001	131.74000000000004
50-cells.html:128 -	330	26	1	12.388059701492535	18.248756218905474
50-cells.html:128 -	330	27	1	86.07960199004974	115.90547263681594
50-cells.html:128 -	330	28	1	115.15500000000003	48.15500000000002
50-cells.html:128 -	330	29	1	61.48514851485152	99.7425742574257
50-cells.html:128 -	330	30	1	38.574257425742594	149.6534653465347
50-cells.html:128 -	330	31	1	69.2587064676617	81.0398009950248
50-cells.html:128 -	330	32	1	75.35500000000005	149.60499999999996
50-cells.html:128 -	330	33	1	51.45273631840796	28.776119402985074
50-cells.html:128 -	330	34	1	143.39800995024876	98.3880597014925
50-cells.html:128 -	330	35	1	14.074626865671645	49.840796019900466
50-cells.html:128 -	330	36	1	116.65346534653467	118.66831683168314
50-cells.html:128 -	330	37	1	53.467661691542304	116.3333333333333
50-cells.html:128 -	330	38	1	109.38308457711449	61.66169154228855
50-cells.html:128 -	330	39	1	131.84653465346537	51.01485148514853
50-cells.html:128 -	330	40	1	57.383084577114396	133.99502487562188
50-cells.html:128 -	330	41	1	132.2587064676617	96.01990049751247
50-cells.html:128 -	330	42	1	17.726368159203975	94.59203980099497
50-cells.html:128 -	330	43	1	3.626865671641789	91.60199004975122
50-cells.html:128 -	330	44	1	39.65	29.870000000000005
50-cells.html:128 -	330	45	1	38.83582089552239	44.044776119403004
50-cells.html:128 -	330	46	1	68.32338308457712	113.9800995024875
50-cells.html:128 -	330	47	1	110.24257425742576	12.816831683168314
50-cells.html:128 -	330	48	1	111.85074626865672	91.14925373134328
50-cells.html:128 -	330	49	1	87.91542288557214	20.353233830845763
50-cells.html:128 -	330	50	1	19.592039800995018	117.44776119402984
50-cells.html:128 -	340	1	1	66.15920398009952	70.0995024875622
50-cells.html:128 -	340	2	1	0.8358208955223894	113.20895522388062
50-cells.html:128 -	340	3	1	76.46534653465348	89.86633663366338
50-cells.html:128 -	340	4	1	18.770000000000003	67.10499999999999
50-cells.html:128 -	340	5	1	2.01492537313433	31.208955223880587
50-cells.html:128 -	340	6	1	103.58208955223887	6.477611940298511
50-cells.html:128 -	340	7	1	71.06965174129355	11.542288557213936
50-cells.html:128 -	340	8	1	141.11940298507463	79.26368159203982
50-cells.html:128 -	340	9	1	101.9154228855721	129.46766169154222
