50-sparse-2.html:30 -	time	id	type	x	y
50-sparse-2.html:128 -	230	41	1	138.65841584158417	105.77227722772278
50-sparse-2.html:128 -	230	42	1	3.168316831683166	88.57425742574259
50-sparse-2.html:128 -	230	43	1	0.4827586206896546	76.10837438423641
50-sparse-2.html:128 -	230	44	1	31.044334975369473	17.85714285714284
50-sparse-2.html:128 -	230	45	1	47.63366336633662	21.118811881188133
50-sparse-2.html:128 -	230	46	1	54.566502463054206	126.36945812807882
50-sparse-2.html:128 -	230	47	1	126.04950495049503	19.990099009901
50-sparse-2.html:128 -	230	48	1	79.17821782178221	86.80693069306936
50-sparse-2.html:128 -	230	49	1	100.70646766169156	15.945273631840807
50-sparse-2.html:128 -	230	50	1	1.9751243781094525	102.42786069651737
50-sparse-2.html:128 -	240	1	1	62.62189054726369	60.99502487562189
50-sparse-2.html:128 -	240	2	1	17.391089108910904	110.51980198019801
50-sparse-2.html:128 -	240	3	1	59.55665024630542	85.8177339901478
50-sparse-2.html:128 -	240	4	1	35.30541871921183	30.03940886699508
50-sparse-2.html:128 -	240	5	1	21.29353233830847	30.049751243781092
50-sparse-2.html:128 -	240	6	1	113.55940594059405	16.62376237623763
50-sparse-2.html:128 -	240	7	1	73.07462686567169	2.532338308457554
50-sparse-2.html:128 -	240	8	1	141.48000000000002	65.54000000000006
50-sparse-2.html:128 -	240	9	1	105.28712871287132	0.5049504950495061
50-sparse-2.html:128 -	240	10	1	149.61194029850745	56.42786069651739
50-sparse-2.html:128 -	240	11	1	123.21890547263686	101.41791044776113
50-sparse-2.html:128 -	240	12	1	127.59405940594063	64.69306930693068
50-sparse-2.html:128 -	240	13	1	111.07462686567158	126.63681592039798
50-sparse-2.html:128 -	240	14	1	118.42079207920789	112.56930693069306
50-sparse-2.html:128 -	240	15	1	6.174129353233831	43.154228855721406
50-sparse-2.html:128 -	240	16	1	73.31683168316836	12.98019801980198
50-sparse-2.html:128 -	240	17	1	62.860696517412926	74.65174129353231
50-sparse-2.html:128 -	240	18	1	29.955223880597018	54.91542288557212
50-sparse-2.html:128 -	240	19	1	94.21782178217815	146.12376237623758
50-sparse-2.html:128 -	240	20	1	10.751243781094518	14.60696517412935
50-sparse-2.html:128 -	240	21	1	19.48756218905474	85.33830845771142
50-sparse-2.html:128 -	240	22	1	119.205	4.68
50-sparse-2.html:128 -	240	23	1	38.62500000000001	149.31999999999994
50-sparse-2.html:128 -	240	24	1	51.217821782178234	142.589108910891
50-sparse-2.html:128 -	240	25	1	103.38805970149248	121.73134328358206
50-sparse-2.html:128 -	240	26	1	4.783251231527092	31.399014778325114
50-sparse-2.html:128 -	240	27	1	57.238805970149244	114.80597014925377
50-sparse-2.html:128 -	240	28	1	130.12376237623758	77.60891089108911
50-sparse-2.html:128 -	240	29	1	44.980198019801975	60.62871287128714
50-sparse-2.html:128 -	240	30	1	39.58706467661692	8.119402985074625
50-sparse-2.html:128 -	240	31	1	48.74752475247525	84.17326732673264
50-sparse-2.html:128 -	240	32	1	84.0199004975124	2.6716417910447205
50-sparse-2.html:128 -	240	33	1	56.76616915422887	9.348258706467654
