obstacle-50-sparse.html:30 -	time	id	type	x	y
obstacle-50-sparse.html:131 -	30	59	2	139.3233830845771	65.54726368159201
obstacle-50-sparse.html:131 -	30	60	2	105.80099502487555	112.73134328358209
obstacle-50-sparse.html:131 -	30	61	2	122.67821782178214	38.03465346534653
obstacle-50-sparse.html:131 -	30	62	2	123.09359605911332	136.2216748768472
obstacle-50-sparse.html:131 -	30	63	2	131.31683168316835	126.83168316831681
obstacle-50-sparse.html:131 -	30	64	2	138.86138613861385	43.02970297029703
obstacle-50-sparse.html:131 -	30	65	2	56.55940594059406	14.376237623762368
obstacle-50-sparse.html:131 -	30	66	2	72.60199004975128	61.82089552238804
obstacle-50-sparse.html:131 -	30	67	2	55.3811881188119	48.50990099009901
obstacle-50-sparse.html:131 -	30	68	2	85.69801980198022	124.42574257425744
obstacle-50-sparse.html:131 -	30	69	2	144.24875621890547	16.179104477611943
obstacle-50-sparse.html:131 -	30	70	2	18.350000000000005	88.465
obstacle-50-sparse.html:131 -	30	71	2	109.00990099009898	145.79702970297026
obstacle-50-sparse.html:131 -	30	72	2	41.7313432835821	128.12437810945278
obstacle-50-sparse.html:131 -	30	73	2	39.80597014925372	5.462686567164181
obstacle-50-sparse.html:131 -	30	74	2	110.31527093596063	128.2758620689655
obstacle-50-sparse.html:131 -	30	75	2	4.133663366336634	14.25742574257426
obstacle-50-sparse.html:131 -	30	76	2	80.8407960199005	106.12437810945279
obstacle-50-sparse.html:131 -	30	77	2	123.79207920792078	61.15841584158418
obstacle-50-sparse.html:131 -	30	78	2	53.90049751243779	86.86069651741292
obstacle-50-sparse.html:131 -	30	79	2	32.646766169154226	138.3383084577116
obstacle-50-sparse.html:131 -	30	80	2	65.0945273631841	76.16915422885573
obstacle-50-sparse.html:131 -	30	81	2	84.57711442786065	148.2835820895522
obstacle-50-sparse.html:131 -	30	82	2	59.25373134328358	30.079601990049756
obstacle-50-sparse.html:131 -	30	83	2	143.4179104477612	90.34328358208955
obstacle-50-sparse.html:131 -	30	84	2	7.273631840796019	51.19402985074626
obstacle-50-sparse.html:131 -	30	85	2	118.8457711442786	108.51243781094524
obstacle-50-sparse.html:131 -	30	86	2	53.25742574257424	112.02475247524744
obstacle-50-sparse.html:131 -	30	87	2	110.42574257425734	56.55940594059407
obstacle-50-sparse.html:131 -	30	88	2	132.68811881188117	54.17821782178217
obstacle-50-sparse.html:131 -	30	89	2	57.13432835820895	128.73631840796023
obstacle-50-sparse.html:131 -	30	90	2	137.21182266009848	83.85221674876847
obstacle-50-sparse.html:131 -	30	91	2	14.999999999999998	75.26368159203982
obstacle-50-sparse.html:131 -	30	92	2	7.242574257425743	88.37623762376238
obstacle-50-sparse.html:131 -	30	93	2	40.079207920792065	32.1782178217822
obstacle-50-sparse.html:131 -	30	94	2	57.522167487684726	41.53201970443351
obstacle-50-sparse.html:131 -	30	95	2	69.34158415841584	113.46039603960394
obstacle-50-sparse.html:131 -	30	96	2	100.89054726368163	16.14427860696518
obstacle-50-sparse.html:131 -	30	97	2	96.88118811881192	86.77227722772278
obstacle-50-sparse.html:131 -	30	98	2	84.81592039800992	14.069651741293526
obstacle-50-sparse.html:131 -	30	99	2	12.014851485148515	110.3316831683168
obstacle-50-sparse.html:131 -	40	51	2	5.313432835820894	132.55223880597026
obstacle-50-sparse.html:131 -	40	52	2	70.2814070351759	83.64824120603018
obstacle-50-sparse.html:131 -	40	53	2	19.995024875621894	36.13930348258708
obstacle-50-sparse.html:131 -	40	54	2	11.305	29.035000000000018
obstacle-50-sparse.html:131 -	40	55	2	104.50746268656718	7.7064676616915415
obstacle-50-sparse.html:131 -	40	56	2	69.57711442786069	11.935323383084581
obstacle-50-sparse.html:131 -	40	57	2	125.54726368159204	82.92039800995023
obstacle-50-sparse.html:131 -	40	58	2	96.77114427860693	131.59203980099494
obstacle-50-sparse.html:131 -	40	59	2	138.94029850746267	65.59701492537316
obstacle-50-sparse.html:131 -	40	60	2	105.68159203980102	112.78606965174124
obstacle-50-sparse.html:131 -	40	61	2	121.50990099009897	37.57425742574259
obstacle-50-sparse.html:131 -	40	62	2	123.04999999999998	135.7649999999999
obstacle-50-sparse.html:131 -	40	63	2	132.60696517412921	127.87064676616913
obstacle-50-sparse.html:131 -	40	64	2	138.2189054726367	42.91542288557216
obstacle-50-sparse.html:131 -	40	65	2	56.49999999999997	13.821782178217815
obstacle-50-sparse.html:131 -	40	66	2	72.1435643564357	61.81683168316833
obstacle-50-sparse.html:131 -	40	67	2	55.537313432835816	48.621890547263696
obstacle-50-sparse.html:131 -	40	68	2	85.62686567164182	125.03980099502486
obstacle-50-sparse.html:131 -	40	69	2	143.845	16.150000000000002
obstacle-50-sparse.html:131 -	40	70	2	18.400000000000002	88.68500000000002
obstacle-50-sparse.html:131 -	40	71	2	108.8407960199005	145.29850746268667
obstacle-50-sparse.html:131 -	40	72	2	41.75124378109455	128.14925373134326
obstacle-50-sparse.html:131 -	40	73	2	39.89552238805971	5.547263681592038
obstacle-50-sparse.html:131 -	40	74	2	110.47	128.185
obstacle-50-sparse.html:131 -	40	75	2	3.71144278606965	14.388059701492535
obstacle-50-sparse.html:131 -	40	76	2	81.22885572139303	106.07462686567162
obstacle-50-sparse.html:131 -	40	77	2	123.85074626865669	61.363184079601965
obstacle-50-sparse.html:131 -	40	78	2	54.3034825870647	88.06467661691546
obstacle-50-sparse.html:131 -	40	79	2	32.965174129353244	138.28855721393032
obstacle-50-sparse.html:131 -	40	80	2	64.58910891089106	75.6980198019802
obstacle-50-sparse.html:131 -	40	81	2	84.72636815920403	147.83582089552226
obstacle-50-sparse.html:131 -	40	82	2	59.01492537313434	30.303482587064682
obstacle-50-sparse.html:131 -	40	83	2	143.47029702970298	89.86633663366338
obstacle-50-sparse.html:131 -	40	84	2	7.278606965174127	51.25870646766169
obstacle-50-sparse.html:131 -	40	85	2	118.5891089108911	108.57920792079209
obstacle-50-sparse.html:131 -	40	86	2	52.820000000000014	112.18
obstacle-50-sparse.html:131 -	40	87	2	110.37313432835825	57.099502487562205
obstacle-50-sparse.html:131 -	40	88	2	132.69651741293532	54.074626865671654
obstacle-50-sparse.html:131 -	40	89	2	57.975124378109456	128.75124378109433
obstacle-50-sparse.html:131 -	40	90	2	136.72139303482584	83.79601990049751
obstacle-50-sparse.html:131 -	40	91	2	14.740000000000004	74.77499999999996
obstacle-50-sparse.html:131 -	40	92	2	7.351485148514852	87.71782178217823
obstacle-50-sparse.html:131 -	40	93	2	39.805	32.08499999999998
obstacle-50-sparse.html:131 -	40	94	2	57.52736318407959	41.646766169154226
obstacle-50-sparse.html:131 -	40	95	2	69.0891089108911	113.28217821782178
obstacle-50-sparse.html:131 -	40	96	2	100.1791044776119	15.736318407960194
obstacle-50-sparse.html:131 -	40	97	2	95.80597014925372	86.32835820895524
obstacle-50-sparse.html:131 -	40	98	2	84.56716417910451	13.990049751243777
obstacle-50-sparse.html:131 -	40	99	2	10.09950248756219	109.67164179104473
obstacle-50-sparse.html:131 -	50	51	2	6.103960396039604	132.9752475247525
obstacle-50-sparse.html:131 -	50	52	2	69.99999999999996	83.66666666666669
obstacle-50-sparse.html:131 -	50	53	2	20.731343283582085	35.64179104477614
obstacle-50-sparse.html:131 -	50	54	2	11.2636815920398	29.23880597014925
obstacle-50-sparse.html:131 -	50	55	2	104.34328358208961	7.805970149253733
obstacle-50-sparse.html:131 -	50	56	2	68.64676616915419	11.422885572139299
obstacle-50-sparse.html:131 -	50	57	2	125.10500000000003	83.27999999999997
obstacle-50-sparse.html:131 -	50	58	2	96.63366336633663	131.3861386138613
obstacle-50-sparse.html:131 -	50	59	2	138.85643564356434	65.53465346534647
obstacle-50-sparse.html:131 -	50	60	2	105.67999999999998	112.33500000000001
obstacle-50-sparse.html:131 -	50	61	2	120.54228855721396	37.368159203980106
obstacle-50-sparse.html:131 -	50	62	2	123.363184079602	135.56218905472636
obstacle-50-sparse.html:131 -	50	63	2	134.0346534653465	128.5643564356436
obstacle-50-sparse.html:131 -	50	64	2	137.2935323383084	42.184079601990035
obstacle-50-sparse.html:131 -	50	65	2	56.497512437810954	13.2636815920398
obstacle-50-sparse.html:131 -	50	66	2	71.0597014925373	61.323383084577124
obstacle-50-sparse.html:131 -	50	67	2	55.49253731343284	48.741293532338325
obstacle-50-sparse.html:131 -	50	68	2	85.67164179104483	125.86567164179107
obstacle-50-sparse.html:131 -	50	69	2	143.845	16.150000000000002
obstacle-50-sparse.html:131 -	50	70	2	18.56218905472637	88.53233830845774
obstacle-50-sparse.html:131 -	50	71	2	108.85074626865674	145.35820895522403
obstacle-50-sparse.html:131 -	50	72	2	41.81500000000001	128.15499999999997
obstacle-50-sparse.html:131 -	50	73	2	39.76119402985074	5.278606965174131
obstacle-50-sparse.html:131 -	50	74	2	110.46766169154232	128.36815920398018
obstacle-50-sparse.html:131 -	50	75	2	3.820895522388062	14.407960199004977
obstacle-50-sparse.html:131 -	50	76	2	81.12935323383081	106.36815920398008
obstacle-50-sparse.html:131 -	50	77	2	124.12871287128714	61.43069306930694
obstacle-50-sparse.html:131 -	50	78	2	54.480000000000004	88.78500000000001
obstacle-50-sparse.html:131 -	50	79	2	34.21890547263683	138.3781094527363
obstacle-50-sparse.html:131 -	50	80	2	64.46268656716416	75.51243781094523
obstacle-50-sparse.html:131 -	50	81	2	84.61000000000001	147.88500000000005
obstacle-50-sparse.html:131 -	50	82	2	58.51741293532338	30.452736318407958
obstacle-50-sparse.html:131 -	50	83	2	143.8955223880597	89.37810945273631
obstacle-50-sparse.html:131 -	50	84	2	7.405000000000004	51.26500000000001
obstacle-50-sparse.html:131 -	50	85	2	118.30000000000003	108.78499999999998
obstacle-50-sparse.html:131 -	50	86	2	52.60500000000001	112.55499999999994
obstacle-50-sparse.html:131 -	50	87	2	110.58000000000001	57.210000000000015
obstacle-50-sparse.html:131 -	50	88	2	132.8109452736319	53.76119402985077
obstacle-50-sparse.html:131 -	50	89	2	58.69651741293533	128.8805970149254
obstacle-50-sparse.html:131 -	50	90	2	136.37313432835828	83.74129353233832
obstacle-50-sparse.html:131 -	50	91	2	14.385000000000005	74.47500000000002
obstacle-50-sparse.html:131 -	50	92	2	7.572139303482588	87.86069651741293
obstacle-50-sparse.html:131 -	50	93	2	39.28358208955225	31.905472636815926
obstacle-50-sparse.html:131 -	50	94	2	57.70999999999998	41.685
obstacle-50-sparse.html:131 -	50	95	2	68.96019900497512	113.13432835820893
obstacle-50-sparse.html:131 -	50	96	2	99.29353233830851	15.7363184079602
obstacle-50-sparse.html:131 -	50	97	2	94.86069651741293	86.00497512437812
obstacle-50-sparse.html:131 -	50	98	2	84.38308457711439	13.930348258706466
obstacle-50-sparse.html:131 -	50	99	2	8.263681592039804	108.72139303482588
obstacle-50-sparse.html:131 -	60	51	2	7.034825870646767	133.4427860696517
obstacle-50-sparse.html:131 -	60	52	2	70.02487562189054	83.69651741293535
obstacle-50-sparse.html:131 -	60	53	2	21.01492537313433	35.457711442786085
obstacle-50-sparse.html:131 -	60	54	2	11.2636815920398	29.23880597014925
obstacle-50-sparse.html:131 -	60	55	2	104.44278606965176	8.034825870646763
obstacle-50-sparse.html:131 -	60	56	2	68.09950248756222	10.562189054726376
obstacle-50-sparse.html:131 -	60	57	2	125.04000000000002	83.31499999999998
obstacle-50-sparse.html:131 -	60	58	2	96.57711442786069	131.46766169154228
obstacle-50-sparse.html:131 -	60	59	2	138.97014925373134	65.33830845771139
obstacle-50-sparse.html:131 -	60	60	2	105.54500000000002	112.00999999999996
obstacle-50-sparse.html:131 -	60	61	2	120.30845771144277	36.98507462686567
obstacle-50-sparse.html:131 -	60	62	2	123.12935323383087	135.34825870646762
obstacle-50-sparse.html:131 -	60	63	2	134.63681592039805	129.18905472636825
obstacle-50-sparse.html:131 -	60	64	2	136.4500000000001	41.65999999999999
obstacle-50-sparse.html:131 -	60	65	2	56.68656716417911	13.348258706467663
obstacle-50-sparse.html:131 -	60	66	2	69.24257425742577	61.22772277227721
obstacle-50-sparse.html:131 -	60	67	2	55.404999999999994	48.70000000000001
obstacle-50-sparse.html:131 -	60	68	2	85.79601990049751	126.32835820895527
obstacle-50-sparse.html:131 -	60	69	2	143.845	16.150000000000002
obstacle-50-sparse.html:131 -	60	70	2	18.437810945273625	88.38805970149254
obstacle-50-sparse.html:131 -	60	71	2	108.77611940298515	145.2238805970148
obstacle-50-sparse.html:131 -	60	72	2	42.288557213930346	128.54726368159203
obstacle-50-sparse.html:131 -	60	73	2	39.82587064676616	5.208955223880595
obstacle-50-sparse.html:131 -	60	74	2	110.4129353233831	128.228855721393
obstacle-50-sparse.html:131 -	60	75	2	3.815920398009949	14.412935323383087
obstacle-50-sparse.html:131 -	60	76	2	81.10945273631846	106.54726368159207
obstacle-50-sparse.html:131 -	60	77	2	124.4577114427861	61.57711442786069
obstacle-50-sparse.html:131 -	60	78	2	54.57499999999998	88.96499999999993
obstacle-50-sparse.html:131 -	60	79	2	34.46766169154232	138.4875621890547
obstacle-50-sparse.html:131 -	60	80	2	64.21608040201005	75.41206030150752
obstacle-50-sparse.html:131 -	60	81	2	84.70646766169155	148.02487562189057
obstacle-50-sparse.html:131 -	60	82	2	58.67661691542288	30.412935323383078
obstacle-50-sparse.html:131 -	60	83	2	143.69	89.37000000000005
obstacle-50-sparse.html:131 -	60	84	2	7.525	51.38000000000003
obstacle-50-sparse.html:131 -	60	85	2	118.29353233830845	109.11442786069647
obstacle-50-sparse.html:131 -	60	86	2	51.86567164179105	112.88059701492534
obstacle-50-sparse.html:131 -	60	87	2	111.04477611940301	57.24378109452736
obstacle-50-sparse.html:131 -	60	88	2	132.820895522388	53.482587064676615
obstacle-50-sparse.html:131 -	60	89	2	58.71144278606964	128.9402985074626
obstacle-50-sparse.html:131 -	60	90	2	136.46766169154213	83.44776119402987
obstacle-50-sparse.html:131 -	60	91	2	14.114427860696521	73.79601990049757
obstacle-50-sparse.html:131 -	60	92	2	7.587064676616914	87.79104477611942
obstacle-50-sparse.html:131 -	60	93	2	39.113861386138645	31.341584158415834
obstacle-50-sparse.html:131 -	60	94	2	57.654999999999994	41.685
obstacle-50-sparse.html:131 -	60	95	2	68.53731343283579	113.05472636815921
obstacle-50-sparse.html:131 -	60	96	2	98.69500000000006	16.195
obstacle-50-sparse.html:131 -	60	97	2	94.24500000000002	85.79
obstacle-50-sparse.html:131 -	60	98	2	84.37999999999997	13.850000000000001
obstacle-50-sparse.html:131 -	60	99	2	6.634999999999999	108.34499999999998
obstacle-50-sparse.html:131 -	70	51	2	7.979999999999998	134.35500000000008
obstacle-50-sparse.html:131 -	70	52	2	69.76999999999994	83.77500000000002
obstacle-50-sparse.html:131 -	70	53	2	21.369999999999994	35.46999999999997
obstacle-50-sparse.html:131 -	70	54	2	11.389999999999999	29.199999999999996
obstacle-50-sparse.html:131 -	70	55	2	104.53233830845775	8.084577114427864
obstacle-50-sparse.html:131 -	70	56	2	66.9601990049751	9.094527363184081
obstacle-50-sparse.html:131 -	70	57	2	124.96517412935324	83.3532338308458
obstacle-50-sparse.html:131 -	70	58	2	96.345	131.38
obstacle-50-sparse.html:131 -	70	59	2	138.95	65.31499999999998
obstacle-50-sparse.html:131 -	70	60	2	105.54726368159201	112.08457711442783
obstacle-50-sparse.html:131 -	70	61	2	120.57711442786069	36.5174129353234
obstacle-50-sparse.html:131 -	70	62	2	122.95999999999998	135.27499999999995
obstacle-50-sparse.html:131 -	70	63	2	134.8706467661692	129.5024875621891
obstacle-50-sparse.html:131 -	70	64	2	135.79601990049747	41.348258706467675
obstacle-50-sparse.html:131 -	70	65	2	56.89552238805973	13.681592039800996
obstacle-50-sparse.html:131 -	70	66	2	68.38308457711436	60.78606965174131
obstacle-50-sparse.html:131 -	70	67	2	55.49	48.75499999999998
obstacle-50-sparse.html:131 -	70	68	2	85.64676616915425	126.65174129353234
obstacle-50-sparse.html:131 -	70	69	2	143.845	16.150000000000002
obstacle-50-sparse.html:131 -	70	70	2	18.529999999999998	88.30999999999997
obstacle-50-sparse.html:131 -	70	71	2	108.70646766169153	145.35820895522383
obstacle-50-sparse.html:131 -	70	72	2	42.592039800995025	129.2487562189055
obstacle-50-sparse.html:131 -	70	73	2	39.83582089552238	5.248756218905472
obstacle-50-sparse.html:131 -	70	74	2	110.29000000000002	128.62500000000006
obstacle-50-sparse.html:131 -	70	75	2	3.7950000000000035	14.445000000000004
obstacle-50-sparse.html:131 -	70	76	2	81.01990049751242	107.11940298507464
obstacle-50-sparse.html:131 -	70	77	2	124.72636815920396	61.70646766169153
obstacle-50-sparse.html:131 -	70	78	2	54.572139303482615	89.11940298507469
