obstacle-50-sparse.html:30 -	time	id	type	x	y
obstacle-50-sparse.html:131 -	0	50	2	75	75
obstacle-50-sparse.html:131 -	0	51	2	0.8	132
obstacle-50-sparse.html:131 -	0	52	2	74	76
obstacle-50-sparse.html:131 -	0	53	2	17	38
obstacle-50-sparse.html:131 -	0	54	2	7	26
obstacle-50-sparse.html:131 -	0	55	2	102	7
obstacle-50-sparse.html:131 -	0	56	2	73	11
obstacle-50-sparse.html:131 -	0	57	2	134.2	68
obstacle-50-sparse.html:131 -	0	58	2	97	138
obstacle-50-sparse.html:131 -	0	59	2	134.5	65.5
obstacle-50-sparse.html:131 -	0	60	2	108	116
obstacle-50-sparse.html:131 -	0	61	2	124.5	44.5
obstacle-50-sparse.html:131 -	0	62	2	122.8	143.2
obstacle-50-sparse.html:131 -	0	63	2	125	131
obstacle-50-sparse.html:131 -	0	64	2	142.5	49.5
obstacle-50-sparse.html:131 -	0	65	2	55	20
obstacle-50-sparse.html:131 -	0	66	2	74	61
obstacle-50-sparse.html:131 -	0	67	2	50	47
obstacle-50-sparse.html:131 -	0	68	2	92	123
obstacle-50-sparse.html:131 -	0	69	2	146.5	18
obstacle-50-sparse.html:131 -	0	70	2	13.5	86.5
obstacle-50-sparse.html:131 -	0	71	2	111	145
obstacle-50-sparse.html:131 -	0	72	2	43	127.5
obstacle-50-sparse.html:131 -	0	73	2	44	2
obstacle-50-sparse.html:131 -	0	74	2	111.33333333333333	132
obstacle-50-sparse.html:131 -	0	75	2	2	19
obstacle-50-sparse.html:131 -	0	76	2	78.25	107.75
obstacle-50-sparse.html:131 -	0	77	2	129.25	61
obstacle-50-sparse.html:131 -	0	78	2	57.666666666666664	85.66666666666667
obstacle-50-sparse.html:131 -	0	79	2	31	140
obstacle-50-sparse.html:131 -	0	80	2	71	77
obstacle-50-sparse.html:131 -	0	81	2	84.33333333333334	149.66666666666669
obstacle-50-sparse.html:131 -	0	82	2	52.5	30.5
obstacle-50-sparse.html:131 -	0	83	2	146	96
obstacle-50-sparse.html:131 -	0	84	2	4.125	50
obstacle-50-sparse.html:131 -	0	85	2	119	108
obstacle-50-sparse.html:131 -	0	86	2	53	115
obstacle-50-sparse.html:131 -	0	87	2	112	56
obstacle-50-sparse.html:131 -	0	88	2	137	56
obstacle-50-sparse.html:131 -	0	89	2	54.5	125.5
obstacle-50-sparse.html:131 -	0	90	2	144	84
obstacle-50-sparse.html:131 -	0	91	2	12.428571428571429	83.57142857142857
obstacle-50-sparse.html:131 -	0	92	2	6	85
obstacle-50-sparse.html:131 -	0	93	2	44.666666666666664	34
obstacle-50-sparse.html:131 -	0	94	2	54.285714285714285	39.14285714285714
obstacle-50-sparse.html:131 -	0	95	2	72.5	119
obstacle-50-sparse.html:131 -	0	96	2	100	18
obstacle-50-sparse.html:131 -	0	97	2	100.66666666666667	85.66666666666667
obstacle-50-sparse.html:131 -	0	98	2	85	16
obstacle-50-sparse.html:131 -	0	99	2	11.5	109.5
obstacle-50-sparse.html:131 -	10	51	2	2.140495867768593	132.9256198347107
obstacle-50-sparse.html:131 -	10	52	2	71.31428571428572	80.25714285714285
obstacle-50-sparse.html:131 -	10	53	2	17.120967741935484	35.49193548387097
obstacle-50-sparse.html:131 -	10	54	2	8.123456790123461	24.703703703703706
obstacle-50-sparse.html:131 -	10	55	2	102.08421052631581	6.378947368421055
obstacle-50-sparse.html:131 -	10	56	2	71.84507042253522	12.302816901408447
obstacle-50-sparse.html:131 -	10	57	2	129.8990825688074	72.85321100917434
obstacle-50-sparse.html:131 -	10	58	2	96.99999999999999	136.59999999999997
obstacle-50-sparse.html:131 -	10	59	2	136.0736842105263	66.09473684210526
obstacle-50-sparse.html:131 -	10	60	2	106.99275362318843	114.89855072463766
obstacle-50-sparse.html:131 -	10	61	2	125.48275862068965	42.972413793103435
obstacle-50-sparse.html:131 -	10	62	2	122.29545454545455	138.70454545454544
obstacle-50-sparse.html:131 -	10	63	2	127.7386363636364	129.85227272727263
obstacle-50-sparse.html:131 -	10	64	2	140.06521739130437	49
obstacle-50-sparse.html:131 -	10	65	2	56.83870967741935	18.2258064516129
obstacle-50-sparse.html:131 -	10	66	2	72.66666666666667	62.52898550724637
obstacle-50-sparse.html:131 -	10	67	2	52.33333333333334	44.81818181818182
obstacle-50-sparse.html:131 -	10	68	2	88.19047619047618	124.3047619047619
obstacle-50-sparse.html:131 -	10	69	2	147.52727272727273	16.509090909090904
obstacle-50-sparse.html:131 -	10	70	2	13.887499999999996	87.1875
obstacle-50-sparse.html:131 -	10	71	2	110.78888888888885	144.6000000000001
obstacle-50-sparse.html:131 -	10	72	2	43.25961538461539	127.76923076923077
obstacle-50-sparse.html:131 -	10	73	2	41.3125	3.5749999999999997
obstacle-50-sparse.html:131 -	10	74	2	112.33132530120484	132.8795180722892
obstacle-50-sparse.html:131 -	10	75	2	149.54285714285714	17.82857142857143
obstacle-50-sparse.html:131 -	10	76	2	78.55633802816901	107.83802816901408
obstacle-50-sparse.html:131 -	10	77	2	128.88764044943818	60.02247191011236
obstacle-50-sparse.html:131 -	10	78	2	56.580152671755705	85.67175572519082
obstacle-50-sparse.html:131 -	10	79	2	30.685714285714283	139.75238095238095
obstacle-50-sparse.html:131 -	10	80	2	69.23333333333335	78.03333333333336
obstacle-50-sparse.html:131 -	10	81	2	83.76543209876552	149.5987654320988
obstacle-50-sparse.html:131 -	10	82	2	55.92307692307692	32.47115384615385
obstacle-50-sparse.html:131 -	10	83	2	145	92.75
obstacle-50-sparse.html:131 -	10	84	2	6.269565217391304	50.44347826086958
obstacle-50-sparse.html:131 -	10	85	2	119.4776119402985	107.92537313432834
obstacle-50-sparse.html:131 -	10	86	2	52.89743589743591	114.74358974358972
obstacle-50-sparse.html:131 -	10	87	2	111.86021505376343	55.33333333333334
obstacle-50-sparse.html:131 -	10	88	2	135.1333333333334	54.45333333333334
obstacle-50-sparse.html:131 -	10	89	2	54.91262135922332	126.99029126213591
obstacle-50-sparse.html:131 -	10	90	2	144.06382978723406	83.97872340425533
obstacle-50-sparse.html:131 -	10	91	2	10.83950617283951	79.96296296296293
obstacle-50-sparse.html:131 -	10	92	2	2.606741573033707	85.123595505618
obstacle-50-sparse.html:131 -	10	93	2	45.012820512820525	34.78205128205127
obstacle-50-sparse.html:131 -	10	94	2	55.83653846153847	40.84615384615381
obstacle-50-sparse.html:131 -	10	95	2	70.85714285714286	115.25714285714285
obstacle-50-sparse.html:131 -	10	96	2	100.85185185185185	17.14814814814814
obstacle-50-sparse.html:131 -	10	97	2	99.4352941176471	86.63529411764706
obstacle-50-sparse.html:131 -	10	98	2	83.95714285714284	15.057142857142853
obstacle-50-sparse.html:131 -	10	99	2	12.822429906542059	111.13084112149527
obstacle-50-sparse.html:131 -	20	51	2	3.2376237623762356	132.31188118811875
obstacle-50-sparse.html:131 -	20	52	2	70.91061452513966	82.88826815642453
obstacle-50-sparse.html:131 -	20	53	2	18.394088669950744	36.51724137931036
obstacle-50-sparse.html:131 -	20	54	2	11.291005291005296	26.793650793650805
obstacle-50-sparse.html:131 -	20	55	2	104.78461538461544	7.323076923076922
obstacle-50-sparse.html:131 -	20	56	2	70.42786069651743	12.313432835820889
obstacle-50-sparse.html:131 -	20	57	2	128.3879781420765	80.93989071038253
obstacle-50-sparse.html:131 -	20	58	2	97.31794871794868	132.49743589743593
obstacle-50-sparse.html:131 -	20	59	2	137.9106145251397	66.8491620111732
obstacle-50-sparse.html:131 -	20	60	2	106.03999999999998	113.17500000000003
obstacle-50-sparse.html:131 -	20	61	2	123.61691542288555	38.63681592039803
obstacle-50-sparse.html:131 -	20	62	2	123.03535353535352	136.90404040404044
obstacle-50-sparse.html:131 -	20	63	2	130.44776119402988	126.54228855721394
obstacle-50-sparse.html:131 -	20	64	2	138.09340659340666	44.890109890109905
obstacle-50-sparse.html:131 -	20	65	2	56.94581280788182	14.911330049261084
obstacle-50-sparse.html:131 -	20	66	2	72.52475247524748	62.46039603960392
obstacle-50-sparse.html:131 -	20	67	2	55.14070351758796	48.35175879396985
obstacle-50-sparse.html:131 -	20	68	2	86.01522842639599	123.61928934010146
obstacle-50-sparse.html:131 -	20	69	2	146.11111111111111	15.647058823529408
obstacle-50-sparse.html:131 -	20	70	2	16.23888888888888	88.7388888888889
obstacle-50-sparse.html:131 -	20	71	2	109.29100529100528	146.02645502645507
obstacle-50-sparse.html:131 -	20	72	2	41.847290640394085	127.97536945812813
obstacle-50-sparse.html:131 -	20	73	2	39.980099502487555	5.681592039800993
obstacle-50-sparse.html:131 -	20	74	2	110.8092783505155	128.91752577319593
obstacle-50-sparse.html:131 -	20	75	2	2.1793103448275843	14.855172413793104
obstacle-50-sparse.html:131 -	20	76	2	79.97989949748741	106.31658291457289
obstacle-50-sparse.html:131 -	20	77	2	124.95480225988699	60.76836158192093
obstacle-50-sparse.html:131 -	20	78	2	54.348484848484844	86.14646464646466
obstacle-50-sparse.html:131 -	20	79	2	32.2686567164179	138.36318407960198
obstacle-50-sparse.html:131 -	20	80	2	65.98850574712647	76.58045977011491
obstacle-50-sparse.html:131 -	20	81	2	84.28358208955214	149.228855721393
obstacle-50-sparse.html:131 -	20	82	2	59.38693467336683	30.070351758793983
obstacle-50-sparse.html:131 -	20	83	2	142.9873417721519	90.12658227848101
obstacle-50-sparse.html:131 -	20	84	2	7.014925373134326	51.169154228855746
obstacle-50-sparse.html:131 -	20	85	2	118.50495049504951	108.48514851485153
obstacle-50-sparse.html:131 -	20	86	2	53.954773869346724	111.80402010050254
obstacle-50-sparse.html:131 -	20	87	2	111.50246305418715	56.23645320197044
obstacle-50-sparse.html:131 -	20	88	2	132.99999999999997	55.24712643678163
obstacle-50-sparse.html:131 -	20	89	2	56.92039800995023	129.1492537313432
obstacle-50-sparse.html:131 -	20	90	2	140.45398773006133	83.08588957055214
obstacle-50-sparse.html:131 -	20	91	2	13.866666666666667	76.52820512820514
obstacle-50-sparse.html:131 -	20	92	2	4.2366863905325465	86.79881656804733
obstacle-50-sparse.html:131 -	20	93	2	40.42079207920792	32.60396039603962
obstacle-50-sparse.html:131 -	20	94	2	57.66839378238344	41.678756476683944
obstacle-50-sparse.html:131 -	20	95	2	69.5	114.09499999999996
obstacle-50-sparse.html:131 -	20	96	2	100.83919597989947	15.92462311557789
obstacle-50-sparse.html:131 -	20	97	2	98.22772277227723	86.91584158415846
obstacle-50-sparse.html:131 -	20	98	2	85.16417910447764	14.70149253731343
obstacle-50-sparse.html:131 -	20	99	2	12.58910891089109	110.71287128712872
obstacle-50-sparse.html:131 -	30	51	2	4.00497512437811	132.42288557213934
obstacle-50-sparse.html:131 -	30	52	2	70.63861386138613	83.47524752475243
obstacle-50-sparse.html:131 -	30	53	2	19.184079601990046	36.895522388059696
obstacle-50-sparse.html:131 -	30	54	2	11.396039603960391	28.821782178217827
obstacle-50-sparse.html:131 -	30	55	2	104.6069651741294	7.7363184079602
obstacle-50-sparse.html:131 -	30	56	2	70.08955223880595	12.233830845771141
obstacle-50-sparse.html:131 -	30	57	2	126.05445544554458	82.35148514851485
obstacle-50-sparse.html:131 -	30	58	2	96.87128712871288	132.04950495049502
