the-wall-v2-black.html:30 -	time	id	type	x	y	below wall
the-wall-v2-black.html:158 -	1000	64	2	80.10499999999998	41.02500000000001	false
the-wall-v2-black.html:158 -	1000	65	2	31.11442786069653	23.58706467661691	false
the-wall-v2-black.html:158 -	1000	66	2	52.587064676616926	23.741293532338307	false
the-wall-v2-black.html:158 -	1000	67	2	107.92499999999998	42.285	false
the-wall-v2-black.html:158 -	1000	68	2	137.44278606965173	54.09452736318409	false
the-wall-v2-black.html:158 -	1000	69	2	66.24875621890548	50.208955223880594	false
the-wall-v2-black.html:158 -	1000	20	2	143.16915422885563	56.38308457711439	false
the-wall-v2-black.html:158 -	1000	21	2	128.39303482587064	43.004975124378106	false
the-wall-v2-black.html:158 -	1000	22	2	5.796019900497512	18.766169154228855	false
the-wall-v2-black.html:158 -	1000	23	2	17.592039800995018	47.61194029850746	false
the-wall-v2-black.html:158 -	1000	24	2	23.522388059701488	31.30348258706467	false
the-wall-v2-black.html:158 -	1000	25	2	132.92999999999995	24.349999999999994	false
the-wall-v2-black.html:158 -	1000	26	2	116.93034825870645	55.39800995024875	false
the-wall-v2-black.html:158 -	1000	27	2	97.87562189054724	8.781094527363184	false
the-wall-v2-black.html:158 -	1000	28	2	52.88059701492536	6.253731343283584	false
the-wall-v2-black.html:158 -	1000	29	2	31.980099502487572	20.54726368159205	false
the-wall-v2-black.html:158 -	1000	30	2	101.35820895522393	59.94527363184082	false
the-wall-v2-black.html:158 -	1000	31	2	10.975124378109449	38.756218905472615	false
the-wall-v2-black.html:158 -	1000	32	2	56.955223880597025	21.97512437810946	false
the-wall-v2-black.html:158 -	1000	33	2	134.5792079207919	58.995049504950494	false
the-wall-v2-black.html:158 -	1000	34	2	64.95999999999998	69.58000000000006	false
the-wall-v2-black.html:158 -	1000	35	2	120.06467661691548	12.114427860696514	false
the-wall-v2-black.html:158 -	1000	36	2	139.20895522388062	12.119402985074625	false
the-wall-v2-black.html:158 -	1000	37	2	39.14427860696521	5.7910447761194055	false
the-wall-v2-black.html:158 -	1000	38	2	41.45771144278608	33.895522388059696	false
the-wall-v2-black.html:158 -	1000	39	2	146.27363184079599	23.288557213930332	false
the-wall-v2-black.html:158 -	1000	40	2	110.24500000000002	7.4399999999999995	false
the-wall-v2-black.html:158 -	1000	41	2	58.35820895522386	36.646766169154226	false
the-wall-v2-black.html:158 -	1000	42	2	85.68656716417912	25.034825870646767	false
the-wall-v2-black.html:158 -	1000	43	2	46.613861386138616	48.03465346534652	false
the-wall-v2-black.html:158 -	1000	44	2	25.83084577114428	57.64676616915422	false
the-wall-v2-black.html:158 -	1000	45	2	59.570000000000014	53.050000000000004	false
the-wall-v2-black.html:158 -	1000	46	2	17.527363184079594	16.746268656716403	false
the-wall-v2-black.html:158 -	1000	47	2	33.950248756218926	45.92537313432835	false
the-wall-v2-black.html:158 -	1000	48	2	71.645	26.450000000000003	false
the-wall-v2-black.html:158 -	1000	49	2	87.08457711442789	39.407960199004975	false
the-wall-v2-black.html:158 -	1000	50	2	74.3514851485149	57.896039603960396	false
the-wall-v2-black.html:158 -	1000	51	2	104.17326732673267	47.232673267326746	false
the-wall-v2-black.html:158 -	1000	52	2	100.7810945273632	22.338308457711456	false
the-wall-v2-black.html:158 -	1000	53	2	105.0199004975125	32.223880597014904	false
the-wall-v2-black.html:158 -	1000	54	2	86.33333333333337	8.980099502487553	false
the-wall-v2-black.html:158 -	1000	55	2	133.33830845771143	4.53233830845771	false
the-wall-v2-black.html:158 -	1000	56	2	142.31840796019895	41.18407960199003	false
the-wall-v2-black.html:158 -	1000	57	2	51.693069306930674	66.03465346534652	false
the-wall-v2-black.html:158 -	1000	58	2	21.626865671641802	4.895522388059701	false
the-wall-v2-black.html:158 -	1000	59	2	89.96019900497511	50.02985074626865	false
the-wall-v2-black.html:158 -	1000	60	2	116.90594059405943	38.98514851485151	false
the-wall-v2-black.html:158 -	1000	61	2	76.345	8.089999999999998	false
the-wall-v2-black.html:158 -	1000	62	2	44.48756218905474	19.5820895522388	false
the-wall-v2-black.html:158 -	1000	63	2	6.549504950495045	13.143564356435649	false
the-wall-v2-black.html:158 -	1000	64	2	70.47236180904522	41.839195979899536	false
the-wall-v2-black.html:158 -	1000	65	2	38.42288557213932	62.84577114427857	false
the-wall-v2-black.html:158 -	1000	66	2	66.01492537313429	10.741293532338311	false
the-wall-v2-black.html:158 -	1000	67	2	4.079601990049752	47.114427860696516	false
the-wall-v2-black.html:158 -	1000	68	2	120.80597014925378	26.06965174129354	false
the-wall-v2-black.html:158 -	1000	69	2	14.537313432835816	62.50248756218908	false
the-wall-v2-black.html:158 -	1000	20	2	12.751243781094526	5.373134328358212	false
the-wall-v2-black.html:158 -	1000	21	2	43.13930348258706	27.029850746268647	false
the-wall-v2-black.html:158 -	1000	22	2	111.92039800995029	8.019900497512436	false
the-wall-v2-black.html:158 -	1000	23	2	63.35820895522389	27.477611940298505	false
the-wall-v2-black.html:158 -	1000	24	2	143.57425742574262	40.227722772277254	false
the-wall-v2-black.html:158 -	1000	25	2	6.3880597014925335	38.01990049751245	false
the-wall-v2-black.html:158 -	1000	26	2	23.149253731343286	61.77611940298505	false
the-wall-v2-black.html:158 -	1000	27	2	143.3880597014925	58.199004975124375	false
the-wall-v2-black.html:158 -	1000	28	2	133.46	20.454999999999995	false
the-wall-v2-black.html:158 -	1000	29	2	55.06965174129353	7.064676616915421	false
the-wall-v2-black.html:158 -	1000	30	2	56.7079207920792	36.876237623762385	false
the-wall-v2-black.html:158 -	1000	31	2	124.73762376237623	4.806930693069305	false
the-wall-v2-black.html:158 -	1000	32	2	97.98499999999999	62.584999999999994	false
the-wall-v2-black.html:158 -	1000	33	2	86.1741293532338	46.109452736318424	false
the-wall-v2-black.html:158 -	1000	34	2	32.3019801980198	4.123762376237621	false
the-wall-v2-black.html:158 -	1000	35	2	13.437810945273645	43.23383084577116	false
the-wall-v2-black.html:158 -	1000	36	2	131.2722772277227	34.07425742574256	false
the-wall-v2-black.html:158 -	1000	37	2	144.28	20.074999999999992	false
the-wall-v2-black.html:158 -	1000	38	2	28.924999999999994	30.024999999999984	false
the-wall-v2-black.html:158 -	1000	39	2	88.66169154228855	72.88557213930346	false
the-wall-v2-black.html:158 -	1000	40	2	7.80597014925373	55.94029850746269	false
the-wall-v2-black.html:158 -	1000	41	2	81.17412935323387	25.27860696517412	false
the-wall-v2-black.html:158 -	1000	42	2	45.49504950495049	46.940594059405946	false
the-wall-v2-black.html:158 -	1000	43	2	124.81094527363182	60.34825870646766	false
the-wall-v2-black.html:158 -	1000	44	2	109.64499999999998	24.174999999999997	false
the-wall-v2-black.html:158 -	1000	45	2	123.58500000000002	43.50000000000001	false
the-wall-v2-black.html:158 -	1000	46	2	78.91542288557211	3.965174129353233	false
the-wall-v2-black.html:158 -	1000	47	2	110.22388059701495	56.58706467661689	false
the-wall-v2-black.html:158 -	1000	48	2	132.28855721393035	52.353233830845774	false
the-wall-v2-black.html:158 -	1000	49	2	140.01499999999987	6.2299999999999995	false
the-wall-v2-black.html:158 -	1000	50	2	20.44776119402986	22.606965174129346	false
the-wall-v2-black.html:158 -	1000	51	2	109.64000000000004	40.65500000000001	false
the-wall-v2-black.html:158 -	1000	52	2	50.643564356435654	16.722772277227726	false
the-wall-v2-black.html:158 -	1000	53	2	8.034999999999998	23.435000000000013	false
the-wall-v2-black.html:158 -	1000	54	2	8.537313432835816	12.154228855721396	false
the-wall-v2-black.html:158 -	1000	55	2	120.85572139303483	23.28358208955225	false
the-wall-v2-black.html:158 -	1000	56	2	63.601990049751244	49.35323383084574	false
the-wall-v2-black.html:158 -	1000	57	2	72.97999999999998	62.385000000000026	false
the-wall-v2-black.html:158 -	1000	58	2	95.4577114427861	51.01492537313433	false
the-wall-v2-black.html:158 -	1000	59	2	77.83084577114425	36.29353233830848	false
the-wall-v2-black.html:158 -	1000	60	2	97.14427860696522	33.56716417910447	false
the-wall-v2-black.html:158 -	1000	61	2	53.06965174129353	57.32835820895523	false
the-wall-v2-black.html:158 -	1000	62	2	95.59203980099505	20.343283582089565	false
the-wall-v2-black.html:158 -	1000	63	2	34.66666666666666	13.8407960199005	false
the-wall-v2-black.html:158 -	1000	64	2	98.27860696517412	8.248756218905472	false
the-wall-v2-black.html:158 -	1000	65	2	70.80198019801983	16.183168316831686	false
the-wall-v2-black.html:158 -	1000	66	2	76.21287128712872	6.965346534653468	false
the-wall-v2-black.html:158 -	1000	67	2	25.099999999999998	50.695000000000014	false
the-wall-v2-black.html:158 -	1000	68	2	76.01990049751242	63.19900497512437	false
the-wall-v2-black.html:158 -	1000	69	2	35.56218905472636	40.54726368159202	false
the-wall-v2-black.html:158 -	1000	20	2	74.4228855721393	23.497512437810958	false
the-wall-v2-black.html:158 -	1000	21	2	128.7960199004975	42.9303482587065	false
the-wall-v2-black.html:158 -	1000	22	2	105.57999999999996	24.600000000000005	false
the-wall-v2-black.html:158 -	1000	23	2	58.44000000000002	5.784999999999996	false
the-wall-v2-black.html:158 -	1000	24	2	85.97512437810947	4.716417910447763	false
the-wall-v2-black.html:158 -	1000	25	2	143.85000000000005	46.815	false
the-wall-v2-black.html:158 -	1000	26	2	107.67164179104473	58.48756218905475	false
the-wall-v2-black.html:158 -	1000	27	2	138.07462686567177	64.45771144278609	false
the-wall-v2-black.html:158 -	1000	28	2	120.95000000000002	60.84499999999999	false
the-wall-v2-black.html:158 -	1000	29	2	13.726368159203972	37.9004975124378	false
the-wall-v2-black.html:158 -	1000	30	2	6.015000000000002	26.450000000000006	false
the-wall-v2-black.html:158 -	1000	31	2	144.34825870646765	13.064676616915426	false
the-wall-v2-black.html:158 -	1000	32	2	89.55721393034821	14.636815920398012	false
the-wall-v2-black.html:158 -	1000	33	2	30.800995024875615	6.412935323383085	false
the-wall-v2-black.html:158 -	1000	34	2	142.86069651741295	24.373134328358212	false
the-wall-v2-black.html:158 -	1000	35	2	117.3781094527363	44.75621890547263	false
the-wall-v2-black.html:158 -	1000	36	2	61.04975124378108	47.31840796019901	false
the-wall-v2-black.html:158 -	1000	37	2	8.208955223880597	60.34825870646766	false
the-wall-v2-black.html:158 -	1000	38	2	58.01990049751242	68.78606965174133	false
the-wall-v2-black.html:158 -	1000	39	2	94.61881188118817	70.55940594059406	false
the-wall-v2-black.html:158 -	1000	40	2	133.02999999999992	24.895	false
the-wall-v2-black.html:158 -	1000	41	2	42.039800995024855	23.452736318407982	false
the-wall-v2-black.html:158 -	1000	42	2	93.39800995024882	28.616915422885572	false
the-wall-v2-black.html:158 -	1000	43	2	58.11442786069653	17.104477611940286	false
the-wall-v2-black.html:158 -	1000	44	2	106.67164179104485	40.805970149253774	false
the-wall-v2-black.html:158 -	1000	45	2	78.73134328358209	34.94029850746264	false
the-wall-v2-black.html:158 -	1000	46	2	72.81592039800994	8.57213930348259	false
the-wall-v2-black.html:158 -	1000	47	2	83.43283582089553	63.88059701492543	false
the-wall-v2-black.html:158 -	1000	48	2	102.73000000000002	8.104999999999999	false
the-wall-v2-black.html:158 -	1000	49	2	122.70149253731347	9.278606965174127	false
the-wall-v2-black.html:158 -	1000	50	2	22.46766169154228	17.154228855721374	false
the-wall-v2-black.html:158 -	1000	51	2	55.02500000000001	28.454999999999995	false
the-wall-v2-black.html:158 -	1000	52	2	59.97500000000003	36.64000000000001	false
the-wall-v2-black.html:158 -	1000	53	2	90.81094527363184	41.35323383084578	false
the-wall-v2-black.html:158 -	1000	54	2	44.54726368159205	42.651741293532325	false
the-wall-v2-black.html:158 -	1000	55	2	6.6069651741293525	10.129353233830836	false
the-wall-v2-black.html:158 -	1000	56	2	19.865671641791035	52.099502487562184	false
the-wall-v2-black.html:158 -	1000	57	2	13.355	7.839999999999998	false
the-wall-v2-black.html:158 -	1000	58	2	136.88059701492529	51.019900497512445	false
the-wall-v2-black.html:158 -	1000	59	2	121.44000000000004	29.030000000000012	false
the-wall-v2-black.html:158 -	1000	60	2	3.9203980099502482	47.04975124378112	false
the-wall-v2-black.html:158 -	1000	61	2	38.144999999999996	50.17	false
the-wall-v2-black.html:158 -	1000	62	2	112.77611940298507	14.243781094527364	false
the-wall-v2-black.html:158 -	1000	63	2	74.1542288557214	74.16417910447761	false
the-wall-v2-black.html:158 -	1000	64	2	132.13861386138615	5.0693069306930685	false
the-wall-v2-black.html:158 -	1000	65	2	32.28855721393034	27.825870646766163	false
the-wall-v2-black.html:158 -	1000	66	2	43.353233830845774	7.557213930348261	false
the-wall-v2-black.html:158 -	1000	67	2	94.83084577114427	53.78606965174128	false
the-wall-v2-black.html:158 -	1000	68	2	25.195	35.04	false
the-wall-v2-black.html:158 -	1000	69	2	60.01492537313434	59.15422885572139	false
the-wall-v2-black.html:158 -	1000	20	2	91.305	13.430000000000005	false
the-wall-v2-black.html:158 -	1000	21	2	53.59701492537315	47.71641791044778	false
the-wall-v2-black.html:158 -	1000	22	2	120.69499999999998	5.424999999999999	false
the-wall-v2-black.html:158 -	1000	23	2	127.10447761194034	61.800995024875625	false
the-wall-v2-black.html:158 -	1000	24	2	28.93500000000001	46.754999999999974	false
the-wall-v2-black.html:158 -	1000	25	2	64.24875621890547	44.11940298507463	false
the-wall-v2-black.html:158 -	1000	26	2	87.86567164179104	70.5174129353234	false
the-wall-v2-black.html:158 -	1000	27	2	140.83582089552246	60.50248756218907	false
the-wall-v2-black.html:158 -	1000	28	2	138.14427860696514	8.223880597014924	false
the-wall-v2-black.html:158 -	1000	29	2	95.41293532338312	62.1691542288557	false
the-wall-v2-black.html:158 -	1000	30	2	78.27363184079609	17.930348258706452	false
the-wall-v2-black.html:158 -	1000	31	2	133.94527363184088	25.815920398009947	false
the-wall-v2-black.html:158 -	1000	32	2	26.282178217821777	11.450495049504946	false
the-wall-v2-black.html:158 -	1000	33	2	128.87500000000003	45.8	false
the-wall-v2-black.html:158 -	1000	34	2	17.24378109452737	8.174129353233832	false
the-wall-v2-black.html:158 -	1000	35	2	34.5174129353234	22.800995024875622	false
the-wall-v2-black.html:158 -	1000	36	2	75.26368159203982	32.09950248756217	false
the-wall-v2-black.html:158 -	1000	37	2	87.70297029702974	3.752475247524754	false
the-wall-v2-black.html:158 -	1000	38	2	116.4129353233831	49.35323383084577	false
the-wall-v2-black.html:158 -	1000	39	2	108.89054726368158	37.60199004975124	false
the-wall-v2-black.html:158 -	1000	40	2	68.575	7.47	false
the-wall-v2-black.html:158 -	1000	41	2	11.368159203980102	46.41293532338308	false
the-wall-v2-black.html:158 -	1000	42	2	44.691542288557216	15.283582089552237	false
the-wall-v2-black.html:158 -	1000	43	2	94.42999999999999	37.09	false
the-wall-v2-black.html:158 -	1000	44	2	84.39800995024876	45.98507462686566	false
the-wall-v2-black.html:158 -	1000	45	2	92.41293532338314	25.731343283582095	false
the-wall-v2-black.html:158 -	1000	46	2	30.89	36.23000000000001	false
the-wall-v2-black.html:158 -	1000	47	2	141.96534653465332	11.034653465346537	false
the-wall-v2-black.html:158 -	1000	48	2	123.76616915422885	32.019900497512445	false
the-wall-v2-black.html:158 -	1000	49	2	54.00497512437814	3.930348258706466	false
the-wall-v2-black.html:158 -	1000	50	2	140.68656716417917	44.52736318407959	false
the-wall-v2-black.html:158 -	1000	51	2	145.62686567164172	34.24378109452734	false
the-wall-v2-black.html:158 -	1000	52	2	22.25373134328358	59.12437810945272	false
the-wall-v2-black.html:158 -	1000	53	2	120.36318407960195	17.393034825870643	false
the-wall-v2-black.html:158 -	1000	54	2	110.35000000000002	61.450000000000024	false
the-wall-v2-black.html:158 -	1000	55	2	56.909999999999975	18.734999999999996	false
the-wall-v2-black.html:158 -	1000	56	2	62.71999999999997	28.199999999999996	false
the-wall-v2-black.html:158 -	1000	57	2	76.77611940298512	56.6965174129353	false
the-wall-v2-black.html:158 -	1000	58	2	23.980099502487562	8.38805970149254	false
the-wall-v2-black.html:158 -	1000	59	2	2.8249999999999993	49.155000000000015	false
the-wall-v2-black.html:158 -	1000	60	2	6.935643564356437	10.915841584158416	false
the-wall-v2-black.html:158 -	1000	61	2	100.28855721393035	49.81592039800992	false
the-wall-v2-black.html:158 -	1000	62	2	8.629999999999997	25.099999999999994	false
the-wall-v2-black.html:158 -	1000	63	2	9.960199004975129	60.9004975124378	false
the-wall-v2-black.html:158 -	1000	64	2	62.3034825870647	61.08457711442783	false
the-wall-v2-black.html:158 -	1000	65	2	109.65174129353234	22.29850746268657	false
the-wall-v2-black.html:158 -	1000	66	2	104.37313432835823	9.169154228855717	false
the-wall-v2-black.html:158 -	1000	67	2	18.20500000000001	31.675000000000004	false
the-wall-v2-black.html:158 -	1000	68	2	46.97014925373135	33.13930348258706	false
the-wall-v2-black.html:158 -	1000	69	2	68.77999999999999	69.57499999999999	false
the-wall-v2-black.html:158 -	1000	20	2	125.23499999999997	9.074999999999998	false
the-wall-v2-black.html:158 -	1000	21	2	29.559999999999988	5.090000000000002	false
the-wall-v2-black.html:158 -	1000	22	2	109.65671641791045	4.636815920398011	false
the-wall-v2-black.html:158 -	1000	23	2	128.1044776119403	28.626865671641795	false
the-wall-v2-black.html:158 -	1000	24	2	142.76237623762376	50.945544554455445	false
the-wall-v2-black.html:158 -	1000	25	2	40.544999999999995	49.699999999999996	false
the-wall-v2-black.html:158 -	1000	26	2	39.549504950495056	60.564356435643546	false
the-wall-v2-black.html:158 -	1000	27	2	95.9502487562189	26.338308457711438	false
the-wall-v2-black.html:158 -	1000	28	2	137.73134328358205	60.76616915422887	false
the-wall-v2-black.html:158 -	1000	29	2	14.75621890547263	35.960199004975124	false
the-wall-v2-black.html:158 -	1000	30	2	73.86069651741296	14.90049751243781	false
the-wall-v2-black.html:158 -	1000	31	2	107.59203980099501	63.149253731343265	false
the-wall-v2-black.html:158 -	1000	32	2	55.07	52.98	false
the-wall-v2-black.html:158 -	1000	33	2	12.78217821782178	9.9009900990099	false
the-wall-v2-black.html:158 -	1000	34	2	87.28999999999998	37.37500000000003	false
the-wall-v2-black.html:158 -	1000	35	2	80.33830845771143	56.40796019900497	false
the-wall-v2-black.html:158 -	1000	36	2	141.50746268656718	39.71144278606965	false
the-wall-v2-black.html:158 -	1000	37	2	142.69500000000005	12.530000000000001	false
the-wall-v2-black.html:158 -	1000	38	2	21.706467661691534	47.48756218905473	false
the-wall-v2-black.html:158 -	1000	39	2	135.58706467661693	7.8706467661691555	false
the-wall-v2-black.html:158 -	1000	40	2	41.73999999999999	10.770000000000007	false
the-wall-v2-black.html:158 -	1000	41	2	113.6318407960199	50.55721393034824	false
the-wall-v2-black.html:158 -	1000	42	2	52.1990049751244	25.905472636815922	false
the-wall-v2-black.html:158 -	1000	43	2	96.68159203980092	46.99502487562189	false
the-wall-v2-black.html:158 -	1000	44	2	115.0547263681592	17.154228855721396	false
the-wall-v2-black.html:158 -	1000	45	2	5.940298507462685	10.044776119402986	false
the-wall-v2-black.html:158 -	1000	46	2	100.13930348258711	10.019900497512445	false
the-wall-v2-black.html:158 -	1000	47	2	123.72636815920399	61.527363184079604	false
the-wall-v2-black.html:158 -	1000	48	2	3.194029850746269	37.54228855721395	false
the-wall-v2-black.html:158 -	1000	49	2	63.829999999999984	40.81	false
the-wall-v2-black.html:158 -	1000	50	2	77.00000000000001	31.159999999999997	false
the-wall-v2-black.html:158 -	1000	51	2	69.4378109452737	71.34825870646766	false
the-wall-v2-black.html:158 -	1000	52	2	6.134328358208954	55.70646766169155	false
the-wall-v2-black.html:158 -	1000	53	2	46.96499999999999	38.84000000000001	false
the-wall-v2-black.html:158 -	1000	54	2	83.134328358209	4.990049751243779	false
the-wall-v2-black.html:158 -	1000	55	2	66.73631840796018	56.731343283582106	false
the-wall-v2-black.html:158 -	1000	56	2	92.71144278606961	58.467661691542276	false
the-wall-v2-black.html:158 -	1000	57	2	59.48756218905469	12.213930348258707	false
the-wall-v2-black.html:158 -	1000	58	2	107.71999999999994	38.334999999999994	false
the-wall-v2-black.html:158 -	1000	59	2	26.020000000000007	16.995	false
the-wall-v2-black.html:158 -	1000	60	2	111.4378109452736	27.970149253731353	false
