obstacle-50-dense-2.html:30 -	time	id	type	x	y
obstacle-50-dense-2.html:131 -	60	135	2	11.334999999999996	54.874999999999986
obstacle-50-dense-2.html:131 -	60	136	2	120.64999999999995	104.75500000000004
obstacle-50-dense-2.html:131 -	60	137	2	55.915841584158386	112.01485148514854
obstacle-50-dense-2.html:131 -	60	138	2	104.07462686567163	53.965174129353244
obstacle-50-dense-2.html:131 -	60	139	2	139.71573604060913	54.472081218274106
obstacle-50-dense-2.html:131 -	60	140	2	56.460396039603935	133.07920792079213
obstacle-50-dense-2.html:131 -	60	141	2	144.58291457286433	87.7537688442211
obstacle-50-dense-2.html:131 -	60	142	2	22.537688442211056	85.23618090452258
obstacle-50-dense-2.html:131 -	60	143	2	13.427135678391956	71.35678391959794
obstacle-50-dense-2.html:131 -	60	144	2	40.09950248756218	29.303482587064675
obstacle-50-dense-2.html:131 -	60	145	2	57.24752475247524	40.039603960396015
obstacle-50-dense-2.html:131 -	60	146	2	70.88118811881188	122.25247524752481
obstacle-50-dense-2.html:131 -	60	147	2	105.58793969849246	24.17085427135679
obstacle-50-dense-2.html:131 -	60	148	2	100.27999999999997	88.37499999999997
obstacle-50-dense-2.html:131 -	60	149	2	86.56716417910451	21.840796019900502
obstacle-50-dense-2.html:131 -	60	150	2	12.97512437810945	107.77611940298507
obstacle-50-dense-2.html:131 -	70	101	2	86.29999999999998	72.19
obstacle-50-dense-2.html:131 -	70	102	2	149.82587064676616	135.68159203980096
obstacle-50-dense-2.html:131 -	70	103	2	73.65517241379301	72.44827586206898
obstacle-50-dense-2.html:131 -	70	104	2	24.228855721393042	41.75124378109453
obstacle-50-dense-2.html:131 -	70	105	2	11.054455445544559	35.688118811881175
obstacle-50-dense-2.html:131 -	70	106	2	103.57868020304569	9.446700507614214
obstacle-50-dense-2.html:131 -	70	107	2	69.54726368159207	8.318407960199005
obstacle-50-dense-2.html:131 -	70	108	2	133.21827411167513	74.65989847715737
obstacle-50-dense-2.html:131 -	70	109	2	87.19	134.72499999999997
obstacle-50-dense-2.html:131 -	70	110	2	130.36040609137052	63.482233502538065
obstacle-50-dense-2.html:131 -	70	111	2	107.62500000000004	114.86999999999998
obstacle-50-dense-2.html:131 -	70	112	2	118.2970297029703	38.5049504950495
obstacle-50-dense-2.html:131 -	70	113	2	122.61691542288553	148.22388059701493
obstacle-50-dense-2.html:131 -	70	114	2	127.03999999999996	124.22000000000001
obstacle-50-dense-2.html:131 -	70	115	2	141.06091370558374	42.35532994923858
obstacle-50-dense-2.html:131 -	70	116	2	53.62189054726367	15.905472636815919
