obstacle-1-dense-2.html:30 -	time	id	type	x	y
obstacle-1-dense-2.html:131 -	470	101	2	56.8358208955224	104.56218905472633
obstacle-1-dense-2.html:131 -	480	101	2	55.76237623762375	104.93069306930686
obstacle-1-dense-2.html:131 -	490	101	2	54.895	105.14
obstacle-1-dense-2.html:131 -	500	101	2	53.985074626865675	105.36318407960202
obstacle-1-dense-2.html:131 -	510	101	2	53.68159203980099	105.44278606965179
obstacle-1-dense-2.html:131 -	520	101	2	53.22	105.665
obstacle-1-dense-2.html:131 -	530	101	2	53.02985074626866	105.67164179104476
obstacle-1-dense-2.html:131 -	540	101	2	53.0497512437811	105.78109452736321
obstacle-1-dense-2.html:131 -	550	101	2	53.03482587064676	105.76616915422883
obstacle-1-dense-2.html:131 -	560	101	2	52.690000000000026	105.24500000000009
obstacle-1-dense-2.html:131 -	570	101	2	52.616915422885604	105.14925373134334
obstacle-1-dense-2.html:131 -	580	101	2	52.174129353233816	104.99004975124383
obstacle-1-dense-2.html:131 -	590	101	2	51.87562189054727	105.07960199004975
obstacle-1-dense-2.html:131 -	600	101	2	51.4776119402985	105.38308457711447
obstacle-1-dense-2.html:131 -	610	101	2	51.495049504950494	105.54455445544558
obstacle-1-dense-2.html:131 -	620	101	2	51.555000000000014	105.55499999999999
obstacle-1-dense-2.html:131 -	630	101	2	51.0049751243781	105.65671641791046
obstacle-1-dense-2.html:131 -	640	101	2	50.66666666666666	105.70149253731344
obstacle-1-dense-2.html:131 -	650	101	2	50.44278606965175	105.84079601990047
obstacle-1-dense-2.html:131 -	660	101	2	49.885572139303484	105.92039800995022
obstacle-1-dense-2.html:131 -	670	101	2	49.59203980099502	105.96019900497508
obstacle-1-dense-2.html:131 -	680	101	2	49.51741293532338	105.87562189054727
obstacle-1-dense-2.html:131 -	690	101	2	49.03465346534653	105.79207920792078
obstacle-1-dense-2.html:131 -	700	101	2	49.079601990049746	105.79104477611942
obstacle-1-dense-2.html:131 -	710	101	2	48.82999999999999	105.74000000000001
obstacle-1-dense-2.html:131 -	720	101	2	48.55721393034827	105.52238805970148
obstacle-1-dense-2.html:131 -	730	101	2	47.96	105.45
obstacle-1-dense-2.html:131 -	740	101	2	47.56218905472636	105.1890547263682
obstacle-1-dense-2.html:131 -	750	101	2	47.485148514851495	104.9207920792079
obstacle-1-dense-2.html:131 -	760	101	2	46.49751243781094	104.22885572139305
obstacle-1-dense-2.html:131 -	770	101	2	45.635000000000005	103.74500000000002
obstacle-1-dense-2.html:131 -	780	101	2	44.65671641791043	102.96019900497512
obstacle-1-dense-2.html:131 -	790	101	2	43.98019801980198	101.68316831683174
obstacle-1-dense-2.html:131 -	800	101	2	43.35148514851486	101.01980198019797
obstacle-1-dense-2.html:131 -	810	101	2	42.59203980099506	99.70646766169153
obstacle-1-dense-2.html:131 -	820	101	2	42.09950248756216	97.99999999999996
obstacle-1-dense-2.html:131 -	830	101	2	41.80198019801986	97.10396039603964
obstacle-1-dense-2.html:131 -	840	101	2	40.64532019704433	94.99014778325123
obstacle-1-dense-2.html:131 -	850	101	2	39.70792079207923	93.5247524752475
obstacle-1-dense-2.html:131 -	860	101	2	38.97029702970296	91.58415841584161
obstacle-1-dense-2.html:131 -	870	101	2	38.03465346534653	90.02475247524747
obstacle-1-dense-2.html:131 -	880	101	2	37.86633663366334	89.28712871287122
obstacle-1-dense-2.html:131 -	890	101	2	37.32338308457711	88.42288557213931
obstacle-1-dense-2.html:131 -	900	101	2	37.17326732673268	88.04455445544552
obstacle-1-dense-2.html:131 -	910	101	2	36.82673267326733	87.63366336633663
obstacle-1-dense-2.html:131 -	920	101	2	36.53999999999998	87.43500000000003
obstacle-1-dense-2.html:131 -	930	101	2	36.10344827586207	87.26600985221675
obstacle-1-dense-2.html:131 -	940	101	2	35.88059701492539	87.21393034825866
obstacle-1-dense-2.html:131 -	950	101	2	35.86069651741293	87.19900497512434
obstacle-1-dense-2.html:131 -	960	101	2	35.49751243781096	87.24378109452739
obstacle-1-dense-2.html:131 -	970	101	2	35.27999999999998	87.21999999999998
obstacle-1-dense-2.html:131 -	980	101	2	35.02985074626865	87.39303482587067
obstacle-1-dense-2.html:131 -	990	101	2	34.365	87.375
