obstacle-1-dense-2.html:30 -	time	id	type	x	y
obstacle-1-dense-2.html:131 -	0	101	2	75.5	75.5
obstacle-1-dense-2.html:131 -	10	101	2	76.24603174603173	74.78571428571433
obstacle-1-dense-2.html:131 -	20	101	2	75.28078817733986	75.50738916256158
obstacle-1-dense-2.html:131 -	30	101	2	75.13861386138616	75.45049504950494
obstacle-1-dense-2.html:131 -	40	101	2	75.19306930693071	75.84653465346538
obstacle-1-dense-2.html:131 -	50	101	2	75.10891089108908	76.49009900990102
obstacle-1-dense-2.html:131 -	60	101	2	75.1871921182266	77.29064039408867
obstacle-1-dense-2.html:131 -	70	101	2	75.31343283582093	78.18407960199008
obstacle-1-dense-2.html:131 -	80	101	2	75.28855721393036	79.81094527363182
obstacle-1-dense-2.html:131 -	90	101	2	74.98009950248756	81.0696517412935
obstacle-1-dense-2.html:131 -	100	101	2	74.99502487562195	83.01990049751242
obstacle-1-dense-2.html:131 -	110	101	2	74.47783251231532	85.02463054187194
obstacle-1-dense-2.html:131 -	120	101	2	74.38118811881185	87.539603960396
obstacle-1-dense-2.html:131 -	130	101	2	74.63861386138613	89.41089108910892
obstacle-1-dense-2.html:131 -	140	101	2	74.80198019801978	90.51485148514853
obstacle-1-dense-2.html:131 -	150	101	2	75.13366336633665	91.87128712871288
obstacle-1-dense-2.html:131 -	160	101	2	75.17412935323388	92.45273631840793
obstacle-1-dense-2.html:131 -	170	101	2	75.27227722772281	92.67326732673267
obstacle-1-dense-2.html:131 -	180	101	2	75.2871287128713	93.02970297029705
obstacle-1-dense-2.html:131 -	190	101	2	74.95544554455444	93.89603960396042
obstacle-1-dense-2.html:131 -	200	101	2	74.89108910891086	94.34158415841583
obstacle-1-dense-2.html:131 -	210	101	2	74.88500000000006	95.14
obstacle-1-dense-2.html:131 -	220	101	2	74.4378109452736	96.30845771144278
obstacle-1-dense-2.html:131 -	230	101	2	74.03482587064676	97.88059701492533
obstacle-1-dense-2.html:131 -	240	101	2	73.21287128712868	99.00000000000004
obstacle-1-dense-2.html:131 -	250	101	2	72.4378109452737	100.65671641791042
obstacle-1-dense-2.html:131 -	260	101	2	71.90640394088669	103.34975369458125
obstacle-1-dense-2.html:131 -	270	101	2	71.71782178217826	104.83168316831684
obstacle-1-dense-2.html:131 -	280	101	2	71.21287128712873	105.58910891089111
obstacle-1-dense-2.html:131 -	290	101	2	70.96517412935329	105.83582089552246
obstacle-1-dense-2.html:131 -	300	101	2	70.5671641791045	105.82587064676618
obstacle-1-dense-2.html:131 -	310	101	2	70.49751243781094	105.84079601990058
obstacle-1-dense-2.html:131 -	320	101	2	70.30693069306932	105.78217821782171
obstacle-1-dense-2.html:131 -	330	101	2	70.03482587064676	105.52238805970146
obstacle-1-dense-2.html:131 -	340	101	2	69.39800995024872	105.46766169154229
obstacle-1-dense-2.html:131 -	350	101	2	68.72636815920399	105.51243781094524
obstacle-1-dense-2.html:131 -	360	101	2	67.40796019900498	105.25373134328359
obstacle-1-dense-2.html:131 -	370	101	2	66.165	105.14499999999998
obstacle-1-dense-2.html:131 -	380	101	2	65.66169154228855	104.94029850746273
obstacle-1-dense-2.html:131 -	390	101	2	64.84577114427863	104.70149253731346
obstacle-1-dense-2.html:131 -	400	101	2	63.72277227722772	104.55940594059412
obstacle-1-dense-2.html:131 -	410	101	2	62.47263681592043	104.49751243781095
obstacle-1-dense-2.html:131 -	420	101	2	61.83582089552239	104.56716417910444
obstacle-1-dense-2.html:131 -	430	101	2	60.97512437810945	104.55721393034824
obstacle-1-dense-2.html:131 -	440	101	2	59.73134328358209	104.66169154228857
obstacle-1-dense-2.html:131 -	450	101	2	58.900497512437795	104.51741293532342
obstacle-1-dense-2.html:131 -	460	101	2	58.105000000000004	104.38500000000003
