the-wall-black.html:30 -	time	id	type	x	y	below wall
the-wall-black.html:156 -	1000	55	2	17.378109452736325	32.18407960199008	false
the-wall-black.html:156 -	1000	56	2	103.04975124378112	45.52238805970149	false
the-wall-black.html:156 -	1000	57	2	129.8069306930693	15.029702970297027	false
the-wall-black.html:156 -	1000	58	2	117.39303482587061	43.56716417910449	false
the-wall-black.html:156 -	1000	59	2	29.885000000000005	23.955000000000005	false
the-wall-black.html:156 -	1000	60	2	37.194029850746276	6.791044776119397	false
the-wall-black.html:156 -	1000	61	2	60.96499999999998	52.29999999999999	false
the-wall-black.html:156 -	1000	62	2	134.9004975124378	34.86567164179106	false
the-wall-black.html:156 -	1000	63	2	99.82000000000001	16.730000000000004	false
the-wall-black.html:156 -	1000	64	2	52.28999999999997	5.920000000000003	false
the-wall-black.html:156 -	1000	65	2	104.95522388059699	57.49751243781091	false
the-wall-black.html:156 -	1000	66	2	113.39800995024873	25.706467661691555	false
the-wall-black.html:156 -	1000	67	2	51.348258706467675	40.2636815920398	false
the-wall-black.html:156 -	1000	68	2	74.3217821782178	9.499999999999998	false
the-wall-black.html:156 -	1000	19	2	9.597014925373138	7.019900497512439	false
the-wall-black.html:156 -	1000	20	2	119.77114427860693	21.965174129353233	false
the-wall-black.html:156 -	1000	21	2	70.4170854271357	5.286432160804021	false
the-wall-black.html:156 -	1000	22	2	110.65671641791047	55.13930348258707	false
the-wall-black.html:156 -	1000	23	2	131.45273631840791	28.582089552238802	false
the-wall-black.html:156 -	1000	24	2	50.24875621890547	58.074626865671625	false
the-wall-black.html:156 -	1000	25	2	56.26368159203981	33.79601990049753	false
the-wall-black.html:156 -	1000	26	2	140.1293532338308	34.68159203980097	false
the-wall-black.html:156 -	1000	27	2	83.57711442786072	24.656716417910452	false
the-wall-black.html:156 -	1000	28	2	64.67	24.62500000000001	false
the-wall-black.html:156 -	1000	29	2	75.57213930348267	35.79601990049751	false
the-wall-black.html:156 -	1000	30	2	8.849999999999996	29.924999999999994	false
the-wall-black.html:156 -	1000	31	2	36.01999999999997	50.279999999999994	false
the-wall-black.html:156 -	1000	32	2	99.7213930348259	65.74626865671644	false
the-wall-black.html:156 -	1000	33	2	39.00995024875622	63.50746268656717	false
the-wall-black.html:156 -	1000	34	2	52.25373134328356	6.0945273631840795	false
