the-wall-v2-blue.html:30 -	time	id	type	x	y	below wall
the-wall-v2-blue.html:156 -	1000	20	2	51.36138613861385	65.96534653465349	false
the-wall-v2-blue.html:156 -	1000	21	2	135.5621890547264	50.90547263681588	false
the-wall-v2-blue.html:156 -	1000	22	2	38.99014778325124	10.256157635467973	false
the-wall-v2-blue.html:156 -	1000	23	2	112.0445544554455	48.23267326732671	false
the-wall-v2-blue.html:156 -	1000	24	2	104.08955223880601	23.462686567164177	false
the-wall-v2-blue.html:156 -	1000	25	2	67.94029850746263	34.51243781094528	false
the-wall-v2-blue.html:156 -	1000	26	2	7.633663366336635	44.25247524752477	false
the-wall-v2-blue.html:156 -	1000	27	2	26.039603960396033	31.712871287128706	false
the-wall-v2-blue.html:156 -	1000	28	2	138.85999999999999	61.425	false
the-wall-v2-blue.html:156 -	1000	29	2	60.338308457711435	56.28358208955224	false
the-wall-v2-blue.html:156 -	1000	30	2	138.3712871287131	43.44059405940597	false
the-wall-v2-blue.html:156 -	1000	31	2	8.656716417910449	52.08457711442786	false
the-wall-v2-blue.html:156 -	1000	32	2	116.75621890547265	3.0099502487562186	false
the-wall-v2-blue.html:156 -	1000	33	2	92.83084577114425	34.03482587064676	false
the-wall-v2-blue.html:156 -	1000	34	2	39.55721393034825	4.850746268656717	false
the-wall-v2-blue.html:156 -	1000	35	2	18.492610837438423	53.044334975369466	false
the-wall-v2-blue.html:156 -	1000	36	2	56.242574257425765	28.688118811881186	false
the-wall-v2-blue.html:156 -	1000	37	2	7.059405940594062	18.77722772277228	false
the-wall-v2-blue.html:156 -	1000	38	2	76.20297029702975	132.35148514851483	true
the-wall-v2-blue.html:156 -	1000	39	2	90.7128712871287	61.45049504950498	false
the-wall-v2-blue.html:156 -	1000	40	2	99.11386138613858	65.69801980198022	false
the-wall-v2-blue.html:156 -	1000	41	2	23.507462686567163	127.2786069651741	true
the-wall-v2-blue.html:156 -	1000	42	2	46.455445544554436	13.143564356435645	false
the-wall-v2-blue.html:156 -	1000	43	2	124.95522388059703	59.87562189054726	false
the-wall-v2-blue.html:156 -	1000	44	2	68.52238805970151	13.761194029850742	false
the-wall-v2-blue.html:156 -	1000	45	2	56.42288557213933	12.57213930348259	false
the-wall-v2-blue.html:156 -	1000	46	2	16.645320197044338	132.90640394088666	true
the-wall-v2-blue.html:156 -	1000	47	2	57.81592039800997	45.36815920398011	false
the-wall-v2-blue.html:156 -	1000	48	2	93.98009950248762	11.925373134328359	false
the-wall-v2-blue.html:156 -	1000	49	2	66.09405940594058	69.11386138613865	false
the-wall-v2-blue.html:156 -	1000	50	2	25.514851485148505	12.658415841584166	false
the-wall-v2-blue.html:156 -	1000	51	2	89.48756218905477	24.378109452736318	false
the-wall-v2-blue.html:156 -	1000	52	2	84.89552238805973	42.164179104477626	false
the-wall-v2-blue.html:156 -	1000	53	2	77.21782178217822	66.85148514851483	false
the-wall-v2-blue.html:156 -	1000	54	2	104.94554455445542	10.064356435643568	false
the-wall-v2-blue.html:156 -	1000	55	2	43.32178217821784	53.16336633663366	false
the-wall-v2-blue.html:156 -	1000	56	2	66.79500000000003	122.56000000000003	true
the-wall-v2-blue.html:156 -	1000	57	2	24.54950495049504	63.351485148514875	false
the-wall-v2-blue.html:156 -	1000	58	2	13.306930693069306	8.55445544554455	false
the-wall-v2-blue.html:156 -	1000	59	2	11.850746268656719	33.67164179104476	false
the-wall-v2-blue.html:156 -	1000	60	2	102.9554455445544	49.51485148514853	false
the-wall-v2-blue.html:156 -	1000	61	2	93.46534653465346	5.9405940594059405	false
the-wall-v2-blue.html:156 -	1000	62	2	35.40886699507388	34.74876847290637	false
the-wall-v2-blue.html:156 -	1000	63	2	46.711442786069654	34.05970149253732	false
the-wall-v2-blue.html:156 -	1000	64	2	77.78921568627453	20.72058823529411	false
the-wall-v2-blue.html:156 -	1000	65	2	134.14851485148517	7.044554455445545	false
the-wall-v2-blue.html:156 -	1000	66	2	113.05	29.95000000000002	false
the-wall-v2-blue.html:156 -	1000	67	2	33.13930348258706	52.726368159203965	false
the-wall-v2-blue.html:156 -	1000	68	2	8.96019900497512	18.527363184079597	false
the-wall-v2-blue.html:156 -	1000	69	2	11.42079207920792	140.20792079207922	true
the-wall-v2-blue.html:156 -	1000	20	2	22.35820895522388	40.68159203980099	false
the-wall-v2-blue.html:156 -	1000	21	2	12.278606965174136	16.91044776119404	false
the-wall-v2-blue.html:156 -	1000	22	2	111.33333333333331	59.27363184079606	false
the-wall-v2-blue.html:156 -	1000	23	2	36.01492537313434	21.661691542288565	false
the-wall-v2-blue.html:156 -	1000	24	2	75.17412935323384	59.393034825870636	false
the-wall-v2-blue.html:156 -	1000	25	2	53.5693069306931	6.915841584158412	false
the-wall-v2-blue.html:156 -	1000	26	2	85.41379310344831	10.418719211822662	false
the-wall-v2-blue.html:156 -	1000	27	2	98.97524752475249	12.886138613861391	false
the-wall-v2-blue.html:156 -	1000	28	2	113.96517412935323	18.393034825870647	false
the-wall-v2-blue.html:156 -	1000	29	2	114.21393034825873	8.72139303482587	false
the-wall-v2-blue.html:156 -	1000	30	2	122.36318407960195	61.2039800995025	false
the-wall-v2-blue.html:156 -	1000	31	2	81.13930348258707	64.93532338308454	false
the-wall-v2-blue.html:156 -	1000	32	2	71.23880597014923	11.328358208955219	false
the-wall-v2-blue.html:156 -	1000	33	2	8.527363184079604	40.492537313432834	false
the-wall-v2-blue.html:156 -	1000	34	2	28.781094527363177	53.49253731343285	false
the-wall-v2-blue.html:156 -	1000	35	2	25.989949748743737	28.65829145728645	false
the-wall-v2-blue.html:156 -	1000	36	2	141.02999999999992	11.349999999999993	false
the-wall-v2-blue.html:156 -	1000	37	2	7.371287128712869	52.38613861386138	false
the-wall-v2-blue.html:156 -	1000	38	2	135.6766169154229	58.985074626865675	false
the-wall-v2-blue.html:156 -	1000	39	2	70.46305418719204	21.52216748768473	false
the-wall-v2-blue.html:156 -	1000	40	2	48.50746268656717	75.03482587064678	true
the-wall-v2-blue.html:156 -	1000	41	2	90.12935323383081	60.42786069651741	false
the-wall-v2-blue.html:156 -	1000	42	2	12.119402985074627	30.099502487562184	false
the-wall-v2-blue.html:156 -	1000	43	2	70.70297029702975	81.38613861386143	true
the-wall-v2-blue.html:156 -	1000	44	2	79.38000000000007	27.40999999999999	false
the-wall-v2-blue.html:156 -	1000	45	2	141.8855721393034	17.044776119402993	false
the-wall-v2-blue.html:156 -	1000	46	2	15.965174129353231	60.85074626865671	false
the-wall-v2-blue.html:156 -	1000	47	2	107.04522613065328	37.49748743718592	false
the-wall-v2-blue.html:156 -	1000	48	2	20.069651741293537	3.8358208955223874	false
the-wall-v2-blue.html:156 -	1000	49	2	92.94500000000006	34.15999999999997	false
the-wall-v2-blue.html:156 -	1000	50	2	47.990099009901	24.995049504950494	false
the-wall-v2-blue.html:156 -	1000	51	2	13.41	14.075000000000003	false
the-wall-v2-blue.html:156 -	1000	52	2	143.7326732673267	58.5940594059406	false
the-wall-v2-blue.html:156 -	1000	53	2	117.78817733990148	38.571428571428555	false
the-wall-v2-blue.html:156 -	1000	54	2	126.26368159203979	27.13432835820895	false
the-wall-v2-blue.html:156 -	1000	55	2	98.14427860696516	7.537313432835823	false
the-wall-v2-blue.html:156 -	1000	56	2	103.69651741293532	52.830845771144254	false
the-wall-v2-blue.html:156 -	1000	57	2	32.79601990049753	4.393034825870648	false
the-wall-v2-blue.html:156 -	1000	58	2	39.50000000000002	59.080000000000005	false
the-wall-v2-blue.html:156 -	1000	59	2	115.62376237623768	132.04455445544565	true
the-wall-v2-blue.html:156 -	1000	60	2	132.27227722772284	47.108910891089145	false
the-wall-v2-blue.html:156 -	1000	61	2	110.02985074626868	126.19900497512447	true
the-wall-v2-blue.html:156 -	1000	62	2	79.88557213930349	35.87064676616919	false
the-wall-v2-blue.html:156 -	1000	63	2	139.1550000000001	28.91000000000001	false
the-wall-v2-blue.html:156 -	1000	64	2	63.970149253731336	9.194029850746269	false
the-wall-v2-blue.html:156 -	1000	65	2	29.467661691542297	13.004975124378106	false
the-wall-v2-blue.html:156 -	1000	66	2	130.56500000000003	5.7499999999999964	false
the-wall-v2-blue.html:156 -	1000	67	2	135.18499999999995	38.574999999999996	false
the-wall-v2-blue.html:156 -	1000	68	2	39.69651741293536	39.33830845771144	false
the-wall-v2-blue.html:156 -	1000	69	2	97.56499999999998	39.28500000000002	false
the-wall-v2-blue.html:156 -	1000	20	2	40.35148514851483	42.14356435643567	false
the-wall-v2-blue.html:156 -	1000	21	2	98.1089108910891	19.648514851485128	false
the-wall-v2-blue.html:156 -	1000	22	2	65.1144278606965	7.432835820895523	false
the-wall-v2-blue.html:156 -	1000	23	2	116.24378109452735	60.36318407960202	false
the-wall-v2-blue.html:156 -	1000	24	2	9.094999999999997	31.500000000000018	false
the-wall-v2-blue.html:156 -	1000	25	2	115.29	10.760000000000003	false
the-wall-v2-blue.html:156 -	1000	26	2	41.35820895522385	15.034825870646767	false
the-wall-v2-blue.html:156 -	1000	27	2	55.88059701492534	9.313432835820894	false
