obstacle-1-sparse.html:30 -	time	id	type	x	y
obstacle-1-sparse.html:131 -	560	50	2	56.09950248756216	85.06965174129355
obstacle-1-sparse.html:131 -	570	50	2	55.894999999999996	86.25499999999995
obstacle-1-sparse.html:131 -	580	50	2	55.845771144278615	87.84079601990047
obstacle-1-sparse.html:131 -	590	50	2	56.24000000000001	88.91999999999999
obstacle-1-sparse.html:131 -	600	50	2	56.78606965174129	90.13930348258711
obstacle-1-sparse.html:131 -	610	50	2	57.9402985074627	92.00000000000003
obstacle-1-sparse.html:131 -	620	50	2	58.56218905472633	93.74626865671642
obstacle-1-sparse.html:131 -	630	50	2	59.945273631840806	94.95024875621891
obstacle-1-sparse.html:131 -	640	50	2	60.80597014925372	95.24378109452734
obstacle-1-sparse.html:131 -	650	50	2	61.68656716417908	95.00497512437813
obstacle-1-sparse.html:131 -	660	50	2	61.66169154228855	94.61691542288557
obstacle-1-sparse.html:131 -	670	50	2	61.587064676616926	94.5820895522388
obstacle-1-sparse.html:131 -	680	50	2	61.825870646766155	94.48756218905467
obstacle-1-sparse.html:131 -	690	50	2	61.88059701492538	94.74626865671647
obstacle-1-sparse.html:131 -	700	50	2	61.73134328358211	94.71144278606968
obstacle-1-sparse.html:131 -	710	50	2	61.80099502487562	94.86567164179107
obstacle-1-sparse.html:131 -	720	50	2	61.69154228855721	95.24378109452738
obstacle-1-sparse.html:131 -	730	50	2	61.93532338308458	95.38308457711442
obstacle-1-sparse.html:131 -	740	50	2	62.45812807881769	95.17733990147782
obstacle-1-sparse.html:131 -	750	50	2	63.22388059701494	94.70646766169152
obstacle-1-sparse.html:131 -	760	50	2	64.36318407960201	94.27860696517412
obstacle-1-sparse.html:131 -	770	50	2	64.76237623762378	94.00990099009901
obstacle-1-sparse.html:131 -	780	50	2	64.77000000000001	93.73500000000006
obstacle-1-sparse.html:131 -	790	50	2	64.605	93.92000000000003
obstacle-1-sparse.html:131 -	800	50	2	64.69651741293531	93.681592039801
obstacle-1-sparse.html:131 -	810	50	2	64.55499999999996	93.55499999999998
obstacle-1-sparse.html:131 -	820	50	2	64.26368159203982	93.61194029850743
obstacle-1-sparse.html:131 -	830	50	2	64.29353233830844	93.09950248756215
obstacle-1-sparse.html:131 -	840	50	2	63.81094527363182	92.65671641791046
obstacle-1-sparse.html:131 -	850	50	2	63.59000000000001	91.49000000000007
obstacle-1-sparse.html:131 -	860	50	2	62.60396039603961	90.05940594059406
obstacle-1-sparse.html:131 -	870	50	2	61.49253731343284	88.33333333333337
obstacle-1-sparse.html:131 -	880	50	2	60.1791044776119	87.38308457711445
obstacle-1-sparse.html:131 -	890	50	2	59.27860696517412	87.08955223880596
obstacle-1-sparse.html:131 -	900	50	2	58.8009950248756	87.18407960199006
obstacle-1-sparse.html:131 -	910	50	2	58.76616915422885	87.04975124378103
obstacle-1-sparse.html:131 -	920	50	2	58.970149253731364	87.43283582089553
obstacle-1-sparse.html:131 -	930	50	2	59.094527363184085	87.44776119402982
obstacle-1-sparse.html:131 -	940	50	2	59.12437810945272	87.4179104477612
obstacle-1-sparse.html:131 -	950	50	2	59.08910891089111	86.66831683168319
obstacle-1-sparse.html:131 -	960	50	2	59.253731343283576	85.09950248756222
obstacle-1-sparse.html:131 -	970	50	2	58.61194029850745	83.66169154228854
obstacle-1-sparse.html:131 -	980	50	2	58.15920398009952	82.91542288557216
obstacle-1-sparse.html:131 -	990	50	2	57.83582089552242	82.318407960199
