obstacle-50-dense.html:30 -	time	id	type	x	y
obstacle-50-dense.html:131 -	10	117	2	71.9006622516556	60.45695364238412
obstacle-50-dense.html:131 -	10	118	2	50.11842105263159	44.86842105263159
obstacle-50-dense.html:131 -	10	119	2	90.76153846153846	121.63846153846153
obstacle-50-dense.html:131 -	10	121	2	12.999999999999998	88.56249999999996
obstacle-50-dense.html:131 -	10	122	2	107.48936170212765	142.46808510638297
obstacle-50-dense.html:131 -	10	123	2	40.7674418604651	128.88372093023256
obstacle-50-dense.html:131 -	10	124	2	41.52857142857144	149.7857142857143
obstacle-50-dense.html:131 -	10	125	2	112.26315789473678	134.44736842105266
obstacle-50-dense.html:131 -	10	126	2	0.8750000000000009	21.5
obstacle-50-dense.html:131 -	10	127	2	78.01639344262293	106.95081967213115
obstacle-50-dense.html:131 -	10	128	2	128.81355932203385	58.864406779661
obstacle-50-dense.html:131 -	10	129	2	57.45070422535211	84.40845070422537
obstacle-50-dense.html:131 -	10	130	2	31.89655172413794	137.9425287356322
obstacle-50-dense.html:131 -	10	131	2	70.08108108108107	77.5945945945946
obstacle-50-dense.html:131 -	10	132	2	86.40229885057472	1.850574712643679
obstacle-50-dense.html:131 -	10	133	2	54.81818181818182	27.181818181818187
obstacle-50-dense.html:131 -	10	134	2	143.24444444444444	91.35555555555554
obstacle-50-dense.html:131 -	10	135	2	6.64705882352941	51.16176470588236
obstacle-50-dense.html:131 -	10	136	2	120.68253968253963	105.4047619047619
obstacle-50-dense.html:131 -	10	137	2	56.66666666666667	115.76470588235294
obstacle-50-dense.html:131 -	10	138	2	109.54716981132077	57.56603773584905
obstacle-50-dense.html:131 -	10	139	2	137.52459016393442	54.19672131147541
obstacle-50-dense.html:131 -	10	140	2	55.262295081967224	126.44262295081967
obstacle-50-dense.html:131 -	10	141	2	147.42222222222222	88.57777777777778
obstacle-50-dense.html:131 -	10	142	2	12.428571428571429	83.8392857142857
obstacle-50-dense.html:131 -	10	143	2	6.623188405797102	85.55072463768117
obstacle-50-dense.html:131 -	10	144	2	42.57142857142856	32.166666666666664
obstacle-50-dense.html:131 -	10	145	2	56.25641025641027	38.782051282051285
obstacle-50-dense.html:131 -	10	146	2	73.09999999999998	119.65384615384617
obstacle-50-dense.html:131 -	10	147	2	103.3142857142857	21.257142857142856
obstacle-50-dense.html:131 -	10	148	2	100.66666666666669	87.97222222222223
obstacle-50-dense.html:131 -	10	149	2	86.18181818181819	15.000000000000002
obstacle-50-dense.html:131 -	10	150	2	13.519230769230774	107.2596153846154
obstacle-50-dense.html:131 -	20	101	2	76.16216216216215	70.85135135135137
obstacle-50-dense.html:131 -	20	102	2	3.480225988700564	136.99435028248578
obstacle-50-dense.html:131 -	20	103	2	72.40789473684211	75.25000000000001
obstacle-50-dense.html:131 -	20	104	2	21.67336683417084	41.28140703517586
obstacle-50-dense.html:131 -	20	105	2	8.874251497005988	26.532934131736514
obstacle-50-dense.html:131 -	20	106	2	105.71830985915491	7.739436619718309
obstacle-50-dense.html:131 -	20	107	2	70.36170212765956	9.47872340425531
obstacle-50-dense.html:131 -	20	108	2	138.2	73.66923076923077
obstacle-50-dense.html:131 -	20	109	2	90.9756097560976	136.4390243902439
obstacle-50-dense.html:131 -	20	110	2	133.72815533980582	63.563106796116486
obstacle-50-dense.html:131 -	20	111	2	106.02487562189057	115.64676616915416
obstacle-50-dense.html:131 -	20	112	2	122.77386934673363	41.67336683417085
obstacle-50-dense.html:131 -	20	113	2	121.64655172413794	143.50862068965523
obstacle-50-dense.html:131 -	20	114	2	124.90322580645167	124.93548387096777
obstacle-50-dense.html:131 -	20	115	2	142.80733944954127	50.07339449541285
obstacle-50-dense.html:131 -	20	116	2	55.582352941176474	16.623529411764704
obstacle-50-dense.html:131 -	20	117	2	72.84158415841583	56.920792079207935
obstacle-50-dense.html:131 -	20	118	2	46.24157303370787	46.685393258426956
obstacle-50-dense.html:131 -	20	119	2	89.90526315789472	120.88421052631581
obstacle-50-dense.html:131 -	20	121	2	12.059405940594056	89.4950495049505
obstacle-50-dense.html:131 -	20	122	2	106.27083333333331	140.34722222222223
obstacle-50-dense.html:131 -	20	123	2	40.24365482233505	125.82233502538071
obstacle-50-dense.html:131 -	20	124	2	41.868131868131876	0.6868131868131879
obstacle-50-dense.html:131 -	20	125	2	112.34027777777777	131.98611111111103
obstacle-50-dense.html:131 -	20	126	2	2.958333333333334	24.354166666666668
obstacle-50-dense.html:131 -	20	127	2	76.54871794871798	106.16923076923077
obstacle-50-dense.html:131 -	20	128	2	122.73684210526316	56.42105263157894
obstacle-50-dense.html:131 -	20	129	2	58.2587064676617	84.42786069651744
obstacle-50-dense.html:131 -	20	130	2	28.989247311827953	136.95698924731184
obstacle-50-dense.html:131 -	20	131	2	70.73684210526316	83.02631578947368
obstacle-50-dense.html:131 -	20	132	2	86.51633986928104	2.8692810457516353
obstacle-50-dense.html:131 -	20	133	2	55.333333333333336	25.92397660818713
obstacle-50-dense.html:131 -	20	134	2	137.31192660550454	91.62385321100913
obstacle-50-dense.html:131 -	20	135	2	7.913705583756345	49.44162436548225
obstacle-50-dense.html:131 -	20	136	2	121.21608040201005	105.43216080402016
obstacle-50-dense.html:131 -	20	137	2	57.726256983240226	117.02234636871512
obstacle-50-dense.html:131 -	20	138	2	108.51366120218574	56.43715846994537
obstacle-50-dense.html:131 -	20	139	2	137.4242424242424	55.949494949494934
obstacle-50-dense.html:131 -	20	140	2	55.774725274725284	130.8791208791208
obstacle-50-dense.html:131 -	20	141	2	145.89719626168224	87.6728971962617
obstacle-50-dense.html:131 -	20	142	2	17.388349514563107	85.69902912621357
obstacle-50-dense.html:131 -	20	143	2	8.358490566037736	77.49056603773585
obstacle-50-dense.html:131 -	20	144	2	39.26744186046514	29.627906976744185
obstacle-50-dense.html:131 -	20	145	2	58.83146067415729	40.47191011235955
obstacle-50-dense.html:131 -	20	146	2	74.45212765957451	122.12765957446813
obstacle-50-dense.html:131 -	20	147	2	103.51298701298701	23.103896103896098
obstacle-50-dense.html:131 -	20	148	2	102	88.34302325581396
obstacle-50-dense.html:131 -	20	149	2	87.36090225563909	15.639097744360901
obstacle-50-dense.html:131 -	20	150	2	11.782178217821794	106.25742574257423
obstacle-50-dense.html:131 -	30	101	2	80.42384105960264	69.40397350993376
obstacle-50-dense.html:131 -	30	102	2	4.529702970297029	137.0940594059405
obstacle-50-dense.html:131 -	30	103	2	72.48965517241382	75.19310344827582
obstacle-50-dense.html:131 -	30	104	2	23.552763819095485	42.201005025125596
obstacle-50-dense.html:131 -	30	105	2	9.413793103448278	27.56896551724137
obstacle-50-dense.html:131 -	30	106	2	107.44897959183673	9.137755102040813
obstacle-50-dense.html:131 -	30	107	2	69.68367346938776	9.377551020408157
obstacle-50-dense.html:131 -	30	108	2	136.33766233766232	73.8636363636364
obstacle-50-dense.html:131 -	30	109	2	88.60846560846558	135.1957671957671
obstacle-50-dense.html:131 -	30	110	2	131.66233766233768	63.194805194805184
obstacle-50-dense.html:131 -	30	111	2	106.02525252525258	112.24747474747477
obstacle-50-dense.html:131 -	30	112	2	121.3585858585859	39.606060606060566
obstacle-50-dense.html:131 -	30	113	2	123.03553299492386	143.81218274111683
obstacle-50-dense.html:131 -	30	114	2	125.30150753768847	122.15577889447236
obstacle-50-dense.html:131 -	30	115	2	144.04371584699453	45.628415300546465
obstacle-50-dense.html:131 -	30	116	2	57.53061224489797	16.17857142857143
obstacle-50-dense.html:131 -	30	117	2	72.90104166666666	55.57291666666666
obstacle-50-dense.html:131 -	30	118	2	44.655	47.365000000000016
obstacle-50-dense.html:131 -	30	119	2	90.04545454545455	118.21212121212125
obstacle-50-dense.html:131 -	30	121	2	11.339506172839505	90.91975308641973
obstacle-50-dense.html:131 -	30	122	2	105.28494623655918	139.80645161290315
obstacle-50-dense.html:131 -	30	123	2	39.639999999999986	123.85499999999998
obstacle-50-dense.html:131 -	30	124	2	41.44723618090455	0.40703517587939647
obstacle-50-dense.html:131 -	30	125	2	110.8351063829787	128.7074468085106
obstacle-50-dense.html:131 -	30	126	2	5.8534482758620685	24.931034482758623
obstacle-50-dense.html:131 -	30	127	2	76.275	105.34500000000001
obstacle-50-dense.html:131 -	30	128	2	119.95054945054949	55.824175824175825
obstacle-50-dense.html:131 -	30	129	2	57.158974358974376	83.02564102564102
obstacle-50-dense.html:131 -	30	130	2	27.824999999999996	136.50000000000009
obstacle-50-dense.html:131 -	30	131	2	70.10691823899371	87.45283018867923
obstacle-50-dense.html:131 -	30	132	2	85.30890052356021	4.30890052356021
obstacle-50-dense.html:131 -	30	133	2	55.3316582914573	26.28140703517589
obstacle-50-dense.html:131 -	30	134	2	135.81720430107526	96.84946236559134
obstacle-50-dense.html:131 -	30	135	2	9.594736842105256	49.10526315789472
obstacle-50-dense.html:131 -	30	136	2	121.11000000000001	104.25999999999999
obstacle-50-dense.html:131 -	30	137	2	57.57920792079209	115.79207920792078
obstacle-50-dense.html:131 -	30	138	2	104.75000000000001	54.31632653061226
obstacle-50-dense.html:131 -	30	139	2	138.58333333333331	54.9423076923077
obstacle-50-dense.html:131 -	30	140	2	54.909547738693476	132.4572864321608
obstacle-50-dense.html:131 -	30	141	2	144.8967741935484	86.91612903225807
obstacle-50-dense.html:131 -	30	142	2	22.292397660818708	86.78947368421044
obstacle-50-dense.html:131 -	30	143	2	10.285714285714292	70.78285714285724
obstacle-50-dense.html:131 -	30	144	2	37.69651741293533	28.71641791044777
obstacle-50-dense.html:131 -	30	145	2	60.015075376884425	41.2261306532663
obstacle-50-dense.html:131 -	30	146	2	73.21608040201004	122.27638190954774
obstacle-50-dense.html:131 -	30	147	2	103.9949748743719	24.21105527638191
obstacle-50-dense.html:131 -	30	148	2	101.94059405940594	88.97524752475249
obstacle-50-dense.html:131 -	30	149	2	87.68556701030928	19.752577319587623
obstacle-50-dense.html:131 -	30	150	2	11.25628140703517	106.57788944723616
obstacle-50-dense.html:131 -	40	101	2	83.5527638190955	69.09045226130652
obstacle-50-dense.html:131 -	40	102	2	4.535000000000004	137.08
obstacle-50-dense.html:131 -	40	103	2	74.07537688442208	74.86432160804021
obstacle-50-dense.html:131 -	40	104	2	24.00000000000001	42.50999999999998
obstacle-50-dense.html:131 -	40	105	2	9.371134020618559	25.59793814432988
obstacle-50-dense.html:131 -	40	106	2	107.66666666666667	9.545454545454549
obstacle-50-dense.html:131 -	40	107	2	69.77889447236181	9.35175879396985
obstacle-50-dense.html:131 -	40	108	2	132.74742268041237	73.88659793814436
obstacle-50-dense.html:131 -	40	109	2	88.36180904522612	134.79396984924614
obstacle-50-dense.html:131 -	40	110	2	129.9740932642488	62.502590673575135
obstacle-50-dense.html:131 -	40	111	2	105.66831683168321	110.990099009901
obstacle-50-dense.html:131 -	40	112	2	119.52525252525258	38.752525252525245
obstacle-50-dense.html:131 -	40	113	2	123.17412935323375	143.9104477611941
obstacle-50-dense.html:131 -	40	114	2	125.17326732673268	121.51980198019804
obstacle-50-dense.html:131 -	40	115	2	142.3622448979592	42.729591836734684
obstacle-50-dense.html:131 -	40	116	2	57.92929292929294	15.954545454545451
obstacle-50-dense.html:131 -	40	117	2	73.04477611940298	55.22885572139302
obstacle-50-dense.html:131 -	40	118	2	44.45226130653266	47.1758793969849
obstacle-50-dense.html:131 -	40	119	2	89.53731343283587	117.53731343283579
obstacle-50-dense.html:131 -	40	121	2	11.707070707070711	93.17676767676765
obstacle-50-dense.html:131 -	40	122	2	105.06930693069303	139.7079207920791
obstacle-50-dense.html:131 -	40	123	2	39.56783919597992	123.47236180904517
obstacle-50-dense.html:131 -	40	124	2	41.17676767676768	149.84848484848484
obstacle-50-dense.html:131 -	40	125	2	110.76530612244899	128.21938775510202
obstacle-50-dense.html:131 -	40	126	2	6.5303867403314895	24.729281767955815
obstacle-50-dense.html:131 -	40	127	2	75.815	105.23500000000003
obstacle-50-dense.html:131 -	40	128	2	119.07812500000004	56.015625
obstacle-50-dense.html:131 -	40	129	2	56.12935323383084	83.06467661691536
obstacle-50-dense.html:131 -	40	130	2	27.467336683417084	136.48241206030156
obstacle-50-dense.html:131 -	40	131	2	69.85714285714283	87.36734693877551
obstacle-50-dense.html:131 -	40	132	2	85.5858585858586	4.7727272727272725
obstacle-50-dense.html:131 -	40	133	2	55.31	26.330000000000005
obstacle-50-dense.html:131 -	40	134	2	134.98492462311555	99.56783919597994
obstacle-50-dense.html:131 -	40	135	2	10.481865284974088	50.5181347150259
obstacle-50-dense.html:131 -	40	136	2	120.55999999999997	103.99
obstacle-50-dense.html:131 -	40	137	2	57.44000000000001	115.54
obstacle-50-dense.html:131 -	40	138	2	104.21890547263682	53.31343283582089
obstacle-50-dense.html:131 -	40	139	2	139.81578947368422	54.863157894736844
obstacle-50-dense.html:131 -	40	140	2	54.771144278606975	132.9552238805971
obstacle-50-dense.html:131 -	40	141	2	144.35532994923858	87.36548223350253
obstacle-50-dense.html:131 -	40	142	2	23.563451776649757	87.03553299492384
obstacle-50-dense.html:131 -	40	143	2	11.444444444444443	70.70202020202024
obstacle-50-dense.html:131 -	40	144	2	37.62000000000001	28.494999999999997
obstacle-50-dense.html:131 -	40	145	2	60.28000000000002	41.17499999999999
obstacle-50-dense.html:131 -	40	146	2	72.22110552763823	122.47236180904522
obstacle-50-dense.html:131 -	40	147	2	104.40404040404044	24.050505050505055
obstacle-50-dense.html:131 -	40	148	2	101.71144278606963	89.21890547263679
obstacle-50-dense.html:131 -	40	149	2	87.17587939698491	21.381909547738697
obstacle-50-dense.html:131 -	40	150	2	12.020202020202019	107.13131313131312
obstacle-50-dense.html:131 -	50	101	2	84.18811881188115	69.45049504950497
obstacle-50-dense.html:131 -	50	102	2	4.336683417085427	137.07537688442204
obstacle-50-dense.html:131 -	50	103	2	74.15075376884428	74.68341708542714
obstacle-50-dense.html:131 -	50	104	2	23.731343283582103	42.56716417910447
obstacle-50-dense.html:131 -	50	105	2	9.543589743589745	23.958974358974363
obstacle-50-dense.html:131 -	50	106	2	107.75757575757574	9.525252525252528
obstacle-50-dense.html:131 -	50	107	2	70.05050505050501	9.343434343434343
obstacle-50-dense.html:131 -	50	108	2	132.30456852791878	74.1725888324873
obstacle-50-dense.html:131 -	50	109	2	88.38693467336685	134.76381909547746
obstacle-50-dense.html:131 -	50	110	2	130.0714285714286	62.53571428571429
obstacle-50-dense.html:131 -	50	111	2	105.68159203980098	110.95024875621893
obstacle-50-dense.html:131 -	50	112	2	118.68811881188121	38.43069306930693
obstacle-50-dense.html:131 -	50	113	2	123.00500000000004	143.95500000000007
obstacle-50-dense.html:131 -	50	114	2	125.00497512437806	121.54726368159204
obstacle-50-dense.html:131 -	50	115	2	141.6969696969697	42.095959595959606
obstacle-50-dense.html:131 -	50	116	2	58.35858585858584	15.797979797979801
obstacle-50-dense.html:131 -	50	117	2	73.20000000000002	55.215000000000025
obstacle-50-dense.html:131 -	50	118	2	44.29145728643216	47.08542713567838
obstacle-50-dense.html:131 -	50	119	2	89.28855721393036	117.47263681592045
obstacle-50-dense.html:131 -	50	121	2	11.386934673366834	93.17587939698491
obstacle-50-dense.html:131 -	50	122	2	105.18499999999997	139.655
obstacle-50-dense.html:131 -	50	123	2	39.68499999999999	123.13499999999999
obstacle-50-dense.html:131 -	50	124	2	41.21212121212124	149.62626262626262
obstacle-50-dense.html:131 -	50	125	2	110.41116751269031	128.0609137055838
obstacle-50-dense.html:131 -	50	126	2	6.5837563451776635	25.279187817258894
obstacle-50-dense.html:131 -	50	127	2	75.98500000000003	105.21499999999995
obstacle-50-dense.html:131 -	50	128	2	119.16751269035534	55.949238578680216
obstacle-50-dense.html:131 -	50	129	2	56.119402985074636	82.94527363184079
obstacle-50-dense.html:131 -	50	130	2	27.26000000000001	136.4550000000001
obstacle-50-dense.html:131 -	50	131	2	70.1675126903554	87.5634517766497
obstacle-50-dense.html:131 -	50	132	2	85.78894472361809	4.6432160804020075
obstacle-50-dense.html:131 -	50	133	2	55.36683417085427	26.33668341708544
obstacle-50-dense.html:131 -	50	134	2	134.86934673366832	100.76381909547746
obstacle-50-dense.html:131 -	50	135	2	10.627551020408168	51.56122448979595
obstacle-50-dense.html:131 -	50	136	2	120.44723618090454	103.86934673366832
obstacle-50-dense.html:131 -	50	137	2	57.34499999999997	115.35499999999996
obstacle-50-dense.html:131 -	50	138	2	104.15920398009949	52.97014925373137
obstacle-50-dense.html:131 -	50	139	2	139.78061224489795	54.698979591836725
obstacle-50-dense.html:131 -	50	140	2	54.815	132.92499999999998
obstacle-50-dense.html:131 -	50	141	2	143.4572864321608	87.68341708542715
obstacle-50-dense.html:131 -	50	142	2	23.82412060301508	87.1708542713568
obstacle-50-dense.html:131 -	50	143	2	11.524999999999999	70.94500000000001
obstacle-50-dense.html:131 -	50	144	2	37.70500000000002	28.505000000000006
obstacle-50-dense.html:131 -	50	145	2	60.28855721393037	41.189054726368155
obstacle-50-dense.html:131 -	50	146	2	71.95499999999998	122.49000000000001
obstacle-50-dense.html:131 -	50	147	2	104.63819095477392	23.874371859296488
obstacle-50-dense.html:131 -	50	148	2	101.535	89.34999999999997
obstacle-50-dense.html:131 -	50	149	2	87.16080402010047	21.567839195979904
obstacle-50-dense.html:131 -	50	150	2	12.326633165829147	107.11055276381909
obstacle-50-dense.html:131 -	60	101	2	84.55050505050504	69.52020202020198
obstacle-50-dense.html:131 -	60	102	2	4.400000000000001	137.08000000000004
obstacle-50-dense.html:131 -	60	103	2	74.26130653266333	74.5025125628141
obstacle-50-dense.html:131 -	60	104	2	23.569306930693077	42.475247524752476
obstacle-50-dense.html:131 -	60	105	2	10.954314720812187	22.56345177664975
obstacle-50-dense.html:131 -	60	106	2	107.75757575757574	9.525252525252528
obstacle-50-dense.html:131 -	60	107	2	70.31	9.320000000000006
obstacle-50-dense.html:131 -	60	108	2	132.3673469387755	74.19387755102046
obstacle-50-dense.html:131 -	60	109	2	88.37499999999997	134.80999999999997
obstacle-50-dense.html:131 -	60	110	2	130.1282051282052	62.553846153846145
obstacle-50-dense.html:131 -	60	111	2	105.58793969849243	110.84422110552767
obstacle-50-dense.html:131 -	60	112	2	118.74000000000001	38.464999999999975
obstacle-50-dense.html:131 -	60	113	2	123.00500000000004	143.95500000000007
obstacle-50-dense.html:131 -	60	114	2	124.86500000000001	121.59000000000009
obstacle-50-dense.html:131 -	60	115	2	141.45685279187816	41.868020304568525
obstacle-50-dense.html:131 -	60	116	2	58.45000000000002	15.755000000000003
obstacle-50-dense.html:131 -	60	117	2	73.07035175879402	55.23618090452263
obstacle-50-dense.html:131 -	60	118	2	44.275	47.050000000000026
obstacle-50-dense.html:131 -	60	119	2	89.32999999999998	117.45500000000001
obstacle-50-dense.html:131 -	60	121	2	11.184999999999999	93.22999999999995
obstacle-50-dense.html:131 -	60	122	2	105.18499999999997	139.655
obstacle-50-dense.html:131 -	60	123	2	39.751243781094516	123.23880597014929
obstacle-50-dense.html:131 -	60	124	2	41.24623115577892	149.66834170854273
obstacle-50-dense.html:131 -	60	125	2	110.41116751269031	128.0609137055838
obstacle-50-dense.html:131 -	60	126	2	5.8585858585858555	25.343434343434343
obstacle-50-dense.html:131 -	60	127	2	75.96499999999996	105.17500000000007
obstacle-50-dense.html:131 -	60	128	2	119.24489795918367	55.88265306122448
obstacle-50-dense.html:131 -	60	129	2	56.08040201005026	83.01005025125629
obstacle-50-dense.html:131 -	60	130	2	27.379999999999995	136.43999999999988
obstacle-50-dense.html:131 -	60	131	2	70.1809045226131	87.52763819095478
obstacle-50-dense.html:131 -	60	132	2	86.0353535353535	4.757575757575756
obstacle-50-dense.html:131 -	60	133	2	55.31	26.330000000000005
obstacle-50-dense.html:131 -	60	134	2	134.87878787878788	101.05050505050505
obstacle-50-dense.html:131 -	60	135	2	10.390862944162434	51.63959390862948
obstacle-50-dense.html:131 -	60	136	2	120.47738693467336	103.86934673366832
obstacle-50-dense.html:131 -	60	137	2	57.34499999999997	115.35499999999996
obstacle-50-dense.html:131 -	60	138	2	104.335	52.51000000000002
obstacle-50-dense.html:131 -	60	139	2	139.77435897435896	54.75897435897438
obstacle-50-dense.html:131 -	60	140	2	54.860000000000014	132.785
obstacle-50-dense.html:131 -	60	141	2	143	87.73096446700504
obstacle-50-dense.html:131 -	60	142	2	23.67171717171715	86.83333333333337
obstacle-50-dense.html:131 -	60	143	2	11.522388059701491	70.98009950248758
obstacle-50-dense.html:131 -	60	144	2	37.60301507537686	28.43718592964824
obstacle-50-dense.html:131 -	60	145	2	60.28855721393037	41.208955223880594
obstacle-50-dense.html:131 -	60	146	2	71.98499999999999	122.345
obstacle-50-dense.html:131 -	60	147	2	105.01515151515152	23.81818181818181
obstacle-50-dense.html:131 -	60	148	2	101.535	89.34999999999997
obstacle-50-dense.html:131 -	60	149	2	87.35858585858591	21.924242424242433
obstacle-50-dense.html:131 -	60	150	2	12.395	107.115
obstacle-50-dense.html:131 -	70	101	2	84.47236180904521	69.45226130653263
obstacle-50-dense.html:131 -	70	102	2	4.400000000000001	137.08000000000004
obstacle-50-dense.html:131 -	70	103	2	74.32000000000001	74.53000000000003
obstacle-50-dense.html:131 -	70	104	2	23.368159203980102	42.5323383084577
obstacle-50-dense.html:131 -	70	105	2	11.005050505050502	21.76767676767677
obstacle-50-dense.html:131 -	70	106	2	107.75757575757574	9.525252525252528
obstacle-50-dense.html:131 -	70	107	2	70.34673366834168	9.301507537688437
obstacle-50-dense.html:131 -	70	108	2	132.3673469387755	74.19387755102046
obstacle-50-dense.html:131 -	70	109	2	88.6	134.88500000000005
obstacle-50-dense.html:131 -	70	110	2	130.16410256410254	62.58974358974358
obstacle-50-dense.html:131 -	70	111	2	105.58793969849243	110.84422110552767
obstacle-50-dense.html:131 -	70	112	2	118.70854271356784	38.557788944723605
obstacle-50-dense.html:131 -	70	113	2	123.05025125628133	143.97487437185933
obstacle-50-dense.html:131 -	70	114	2	124.98499999999999	121.63999999999997
obstacle-50-dense.html:131 -	70	115	2	141.45685279187816	41.868020304568525
obstacle-50-dense.html:131 -	70	116	2	58.46231155778896	15.68341708542714
obstacle-50-dense.html:131 -	70	117	2	73.07035175879402	55.185929648241185
obstacle-50-dense.html:131 -	70	118	2	44.23999999999999	47.059999999999995
obstacle-50-dense.html:131 -	70	119	2	89.32999999999998	117.45500000000001
obstacle-50-dense.html:131 -	70	121	2	11.15075376884422	93.24623115577884
obstacle-50-dense.html:131 -	70	122	2	105.31658291457282	139.6683417085426
obstacle-50-dense.html:131 -	70	123	2	39.751243781094516	123.23880597014929
obstacle-50-dense.html:131 -	70	124	2	41.24623115577892	149.66834170854273
obstacle-50-dense.html:131 -	70	125	2	110.41116751269031	128.0609137055838
obstacle-50-dense.html:131 -	70	126	2	5.853535353535353	25.318181818181813
obstacle-50-dense.html:131 -	70	127	2	75.95979899497489	105.08542713567834
obstacle-50-dense.html:131 -	70	128	2	119.30256410256415	55.71794871794871
obstacle-50-dense.html:131 -	70	129	2	56.074626865671654	83.40298507462686
obstacle-50-dense.html:131 -	70	130	2	27.379999999999995	136.43999999999988
obstacle-50-dense.html:131 -	70	131	2	70.1809045226131	87.52763819095478
obstacle-50-dense.html:131 -	70	132	2	86.02999999999997	4.910000000000002
obstacle-50-dense.html:131 -	70	133	2	55.465000000000025	26.300000000000008
obstacle-50-dense.html:131 -	70	134	2	134.88324873096443	101.11167512690355
obstacle-50-dense.html:131 -	70	135	2	10.257575757575763	51.525252525252505
obstacle-50-dense.html:131 -	70	136	2	120.47738693467336	103.86934673366832
obstacle-50-dense.html:131 -	70	137	2	57.263681592039774	115.3084577114428
obstacle-50-dense.html:131 -	70	138	2	104.365	52.404999999999966
obstacle-50-dense.html:131 -	70	139	2	139.81958762886597	54.7422680412371
